avgLdpcIterations;ulBytes;pmi;rsrp;cqi;pucchSnr;rssi;ueId;inSync;dlBytes;dlMcs;ulMcs;ulBler;ri;pcmax;puschSnr;dlBler;phr;rsrq;sinr
3.1;6546.0;-5.1;-78.0;11.0;31.0;86.0;224;1.0;1520.0;9.0;9.0;0.0531440000;4.0;22.0;17.0;0.0900000000;52.0;-10.5;23.5
3.0;11433.0;-5.1;-78.0;11.0;30.0;84.2;224;1.0;3088.0;9.0;9.0;0.0404000000;4.0;22.0;19.0;0.0729000000;52.0;-10.5;23.5
3.0;15899.0;-5.1;-78.0;11.0;28.0;83.2;224;1.0;4656.0;9.0;9.0;0.0156520000;4.0;22.0;17.5;0.0590490000;52.0;-10.5;23.5
3.0;20753.0;-5.1;-78.0;11.0;25.0;83.1;224;1.0;6224.0;9.0;9.0;0.0054570000;4.0;22.0;12.0;0.0478300000;52.0;-10.5;23.5
3.0;25640.0;-5.1;-78.0;11.0;24.0;84.2;224;1.0;7792.0;9.0;9.0;0.0019030000;4.0;22.0;19.0;0.0387420000;52.0;-10.5;23.5
3.0;30494.0;-5.1;-78.0;11.0;21.0;83.0;224;1.0;9360.0;9.0;9.0;0.0006640000;4.0;22.0;12.0;0.0313810000;52.0;-10.5;23.5
3.0;35381.0;-5.1;-78.0;11.0;19.0;83.1;224;1.0;10928.0;9.0;9.0;0.0002310000;4.0;22.0;18.0;0.0254190000;52.0;-10.5;23.5
3.0;40656.0;-5.1;-78.0;11.0;17.0;82.1;224;1.0;13280.0;9.0;9.0;0.0000900000;4.0;22.0;9.0;0.0185300000;52.0;-10.5;23.5
3.0;47779.0;-5.1;-78.0;11.0;17.0;82.6;224;1.0;15632.0;9.0;9.0;0.0000350000;4.0;22.0;11.0;0.0135090000;52.0;-10.5;23.5
3.0;53054.0;-5.1;-78.0;11.0;18.0;83.2;224;1.0;17984.0;9.0;9.0;0.0000120000;4.0;22.0;10.0;0.0109420000;52.0;-10.5;23.5
3.0;58362.0;-5.1;-78.0;11.0;18.0;83.2;224;1.0;20336.0;9.0;9.0;0.0000040000;4.0;22.0;10.0;0.0088630000;52.0;-10.5;23.5
3.0;63249.0;-5.1;-78.0;11.0;18.0;84.1;224;1.0;21904.0;9.0;9.0;0.0000010000;4.0;22.0;19.5;0.0071790000;52.0;-10.5;23.5
3.0;67715.0;-5.1;-78.0;11.0;18.0;82.8;224;1.0;23472.0;9.0;9.0;0.0000010000;4.0;22.0;18.5;0.0058150000;52.0;-10.5;23.5
3.0;72569.0;-5.1;-78.0;11.0;18.0;83.2;224;1.0;25040.0;9.0;9.0;0.0000000000;4.0;22.0;12.0;0.0047100000;52.0;-10.5;23.5
3.1;77456.0;-5.1;-78.0;11.0;18.0;83.0;224;1.0;26608.0;9.0;9.0;0.0000000000;4.0;22.0;18.0;0.0038150000;52.0;-10.5;23.5
3.0;82731.0;-5.1;-78.0;11.0;18.0;83.4;224;1.0;29744.0;9.0;9.0;0.0000000000;4.0;22.0;12.0;0.0027810000;52.0;-10.5;23.5
3.0;87618.0;-5.1;-78.0;11.0;18.0;84.0;224;1.0;31312.0;9.0;9.0;0.0000000000;4.0;22.0;19.0;0.0022530000;52.0;-10.5;23.5
3.0;92084.0;-5.1;-78.0;11.0;17.0;84.2;224;1.0;32880.0;9.0;9.0;0.0000000000;4.0;22.0;19.5;0.0018250000;52.0;-10.5;23.5
3.0;96938.0;-5.1;-78.0;11.0;18.0;81.9;224;1.0;34448.0;9.0;9.0;0.0000000000;4.0;22.0;10.5;0.0014780000;52.0;-10.5;23.5
3.0;101825.0;-5.1;-78.0;11.0;17.0;83.2;224;1.0;36016.0;9.0;9.0;0.0000000000;4.0;22.0;18.5;0.0011970000;52.0;-10.5;23.5
3.0;106679.0;-5.1;-78.0;11.0;18.0;82.2;224;1.0;37584.0;9.0;9.0;0.0000000000;4.0;22.0;11.0;0.0009700000;52.0;-10.5;23.5
3.0;111566.0;-5.1;-78.0;11.0;17.0;83.2;224;1.0;38669.0;9.0;9.0;0.0000000000;4.0;22.0;18.0;0.0007860000;52.0;-10.5;23.5
3.0;116032.0;-5.1;-78.0;11.0;18.0;82.0;224;1.0;40237.0;9.0;9.0;0.0000000000;4.0;22.0;17.0;0.0006360000;52.0;-10.5;23.5
