avgLdpcIterations;ulBytes;pmi;rsrp;cqi;pucchSnr;rssi;ueId;inSync;dlBytes;dlMcs;ulMcs;ulBler;ri;pcmax;puschSnr;dlBler;phr;rsrq;sinr
4.0;396362.0;-9,1;-76.0;15.0;16.0;79.9;210;1.0;107746.0;9.0;6.0;0.1608670000;2.0;24.0;14.5;0.0000000000;52.0;-10.5;23.5
5.1;399641.0;-11,1;-77.0;15.0;15.0;80.6;210;1.0;108620.0;9.0;6.0;0.2651930000;2.0;24.0;14.0;0.0000000000;52.0;-10.5;23.5
4.8;402318.0;-11,1;-77.0;15.0;14.0;83.9;210;1.0;109494.0;9.0;6.0;0.3386160000;2.0;25.0;18.0;0.0000000000;52.0;-10.5;23.5
4.6;405629.0;-11;-83.0;15.0;20.0;82.2;210;1.0;110368.0;9.0;6.0;0.2716030000;2.0;24.0;16.5;0.0000000000;52.0;-10.5;23.5
4.6;408940.0;-15,1;-79.0;15.0;18.0;80.1;210;1.0;111242.0;9.0;6.0;0.5304560000;2.0;25.0;14.0;0.0000000000;52.0;-10.5;23.5
5.0;412219.0;-11,1;-79.0;15.0;12.0;80.8;210;1.0;112116.0;9.0;6.0;0.4787080000;2.0;24.0;14.0;0.0000000000;52.0;-10.5;23.5
4.5;415530.0;-11,1;-79.0;15.0;16.0;78.9;210;1.0;112718.0;9.0;6.0;0.1997200000;2.0;24.0;14.5;0.0000000000;52.0;-10.5;23.5
5.7;418207.0;-9,1;-78.0;15.0;14.0;80.3;210;1.0;113592.0;9.0;6.0;0.3604360000;2.0;24.0;21.0;0.0000000000;52.0;-10.5;23.5
4.5;421422.0;-9,1;-77.0;15.0;16.0;84.0;210;1.0;114466.0;9.0;6.0;0.3735720000;2.0;25.0;17.5;0.0000000000;52.0;-10.5;23.5
5.2;424733.0;-9,1;-77.0;15.0;15.0;82.7;210;1.0;115340.0;9.0;6.0;0.2112560000;2.0;25.0;16.5;0.0000000000;52.0;-10.5;23.5
4.8;428313.0;-15,1;-77.0;15.0;13.0;82.7;210;1.0;116214.0;9.0;6.0;0.5031440000;2.0;24.0;16.5;0.0000000000;52.0;-10.5;23.5
4.7;431624.0;-13,1;-79.0;15.0;16.0;80.3;210;1.0;117088.0;9.0;6.0;0.3037720000;2.0;24.0;15.5;0.0000000000;52.0;-10.5;23.5
4.8;434634.0;-15;-80.0;15.0;15.0;80.8;210;1.0;117962.0;9.0;6.0;0.2389650000;2.0;25.0;15.0;0.0000000000;52.0;-10.5;23.5
6.5;437881.0;-15;-78.0;15.0;11.0;80.0;210;1.0;118836.0;9.0;6.0;0.1761270000;2.0;24.0;7.5;0.0000000000;52.0;-10.5;23.5
5.4;441333.0;-2;-81.0;15.0;16.0;83.8;210;1.0;119710.0;9.0;6.0;0.0614120000;2.0;24.0;17.5;0.0000000000;52.0;-10.5;23.5
6.0;444817.0;-2;-80.0;15.0;13.0;82.6;210;1.0;120584.0;9.0;6.0;0.0484130000;2.0;24.0;17.0;0.0000000000;52.0;-10.5;23.5
5.4;448128.0;-15;-79.0;15.0;16.0;82.4;210;1.0;121458.0;9.0;6.0;0.0168810000;2.0;25.0;17.5;0.0000000000;52.0;-10.5;23.5
5.4;451407.0;-11;-78.0;15.0;16.0;84.9;210;1.0;122332.0;9.0;6.0;0.0065400000;2.0;25.0;19.5;0.0000000000;52.0;-10.5;23.5
5.9;454827.0;-13;-77.0;15.0;17.0;83.0;210;1.0;123206.0;9.0;6.0;0.0022800000;2.0;24.0;11.0;0.0000000000;52.0;-10.5;23.5
5.7;458311.0;-11,1;-76.0;15.0;18.0;83.0;210;1.0;124080.0;9.0;6.0;0.0307950000;2.0;24.0;17.5;0.0000000000;52.0;-10.5;23.5
5.1;461622.0;-9,1;-77.0;15.0;18.0;83.0;210;1.0;124954.0;9.0;6.0;0.0107380000;2.0;24.0;17.5;0.0000000000;52.0;-10.5;23.5
5.6;465202.0;-13,1;-77.0;15.0;17.0;82.8;210;1.0;125828.0;9.0;6.0;0.0037440000;2.0;25.0;17.5;0.0000000000;52.0;-10.5;23.5
5.8;468353.0;-13,1;-77.0;15.0;17.0;83.2;210;1.0;126702.0;9.0;6.0;0.0014500000;2.0;24.0;17.5;0.0000000000;52.0;-10.5;23.5
6.2;471805.0;-9,1;-77.0;15.0;14.0;82.4;210;1.0;127576.0;9.0;6.0;0.0338390000;2.0;24.0;16.5;0.0000000000;52.0;-10.5;23.5
6.2;475116.0;-15,1;-77.0;15.0;17.0;82.4;210;1.0;128450.0;9.0;6.0;0.0117990000;2.0;24.0;17.0;0.0000000000;52.0;-10.5;23.5
6.1;478696.0;-13,1;-77.0;15.0;14.0;82.6;210;1.0;129324.0;9.0;6.0;0.0041140000;2.0;24.0;12.0;0.0000000000;52.0;-10.5;23.5
6.7;482148.0;-9,1;-77.0;15.0;17.0;84.4;210;1.0;130198.0;9.0;6.0;0.0014340000;2.0;24.0;18.5;0.0000000000;52.0;-10.5;23.5
6.6;485299.0;-9,1;-77.0;15.0;17.0;82.7;210;1.0;131072.0;9.0;6.0;0.0005560000;2.0;24.0;15.0;0.0000000000;52.0;-10.5;23.5
6.8;488610.0;-9,1;-77.0;15.0;14.0;81.8;210;1.0;131946.0;9.0;6.0;0.0131080000;2.0;24.0;16.0;0.0000000000;52.0;-10.5;23.5
6.1;492222.0;-9,1;-77.0;15.0;17.0;82.4;210;1.0;132820.0;9.0;6.0;0.0045700000;2.0;24.0;16.5;0.0000000000;52.0;-10.5;23.5
6.5;495642.0;-9,1;-77.0;15.0;14.0;83.5;210;1.0;133694.0;9.0;6.0;0.0145080000;2.0;24.0;13.0;0.0000000000;52.0;-10.5;23.5
6.5;498793.0;-15,1;-77.0;15.0;17.0;82.7;210;1.0;134131.0;9.0;6.0;0.0050580000;2.0;24.0;17.0;0.0000000000;52.0;-10.5;23.5
6.1;502104.0;-13,1;-76.0;15.0;14.0;82.3;210;1.0;135442.0;9.0;6.0;0.0146780000;2.0;24.0;17.0;0.0000000000;52.0;-10.5;23.5
6.1;505415.0;-15,1;-76.0;15.0;17.0;81.9;210;1.0;135879.0;9.0;6.0;0.0051180000;2.0;25.0;16.5;0.0000000000;52.0;-10.5;23.5
6.3;508566.0;-9,1;-76.0;15.0;17.0;83.3;210;1.0;136753.0;9.0;6.0;0.0019830000;2.0;24.0;11.5;0.0000000000;52.0;-10.5;23.5
6.2;512018.0;-9,1;-77.0;15.0;17.0;84.2;210;1.0;137627.0;9.0;6.0;0.0006910000;2.0;24.0;18.5;0.0000000000;52.0;-10.5;23.5
6.7;515598.0;-9,1;-77.0;15.0;17.0;83.2;210;1.0;138501.0;9.0;6.0;0.0145900000;2.0;24.0;17.5;0.0000000000;52.0;-10.5;23.5
6.1;518909.0;-9,1;-77.0;15.0;16.0;82.6;210;1.0;139375.0;9.0;6.0;0.0050870000;2.0;25.0;17.5;0.0000000000;52.0;-10.5;23.5
