avgLdpcIterations;ulBytes;pmi;rsrp;cqi;pucchSnr;rssi;ueId;inSync;dlBytes;dlMcs;ulMcs;ulBler;ri;pcmax;puschSnr;dlBler;phr;rsrq;sinr
3.0;3750.0;-9.1;-77.0;15.0;32.0;92.9;233;1.0;1861.0;9.0;9.0;0.0729000000;2.0;24.0;20.5;0.0900000000;52.0;-11.0;17.0
3.8;11144.0;-13.1;-78.0;15.0;27.0;86.0;233;1.0;4547.0;9.0;9.0;0.0254190000;2.0;24.0;22.5;0.0729000000;52.0;-10.5;23.5
3.3;15610.0;-13.1;-78.0;15.0;25.0;84.4;233;1.0;5421.0;9.0;9.0;0.0098480000;2.0;24.0;18.5;0.0590490000;52.0;-10.5;21.5
3.2;20464.0;-15.1;-78.0;15.0;25.0;83.8;233;1.0;6295.0;9.0;9.0;0.0034340000;2.0;24.0;11.0;0.0478300000;52.0;-11.0;19.0
3.3;25351.0;-4.1;-78.0;15.0;25.0;84.4;233;1.0;7169.0;9.0;9.0;0.0011970000;2.0;24.0;19.0;0.0387420000;52.0;-10.5;23.5
3.1;30205.0;-15.1;-78.0;15.0;23.0;83.8;233;1.0;8043.0;9.0;9.0;0.0004170000;2.0;24.0;11.0;0.0313810000;52.0;-10.5;23.0
3.2;35092.0;-15.1;-78.0;15.0;22.0;84.4;233;1.0;8917.0;9.0;9.0;0.0001460000;2.0;24.0;18.5;0.0254190000;52.0;-11.0;18.5
3.2;39558.0;-13;-78.0;15.0;20.0;85.3;233;1.0;9791.0;9.0;9.0;0.0000560000;2.0;24.0;20.0;0.0205890000;52.0;-10.5;23.5
3.2;44412.0;-15.1;-78.0;15.0;18.0;84.0;233;1.0;10665.0;9.0;9.0;0.0000200000;2.0;24.0;11.0;0.0166770000;52.0;-10.5;23.5
3.3;49299.0;-9.1;-78.0;15.0;18.0;85.4;233;1.0;11539.0;9.0;9.0;0.0000070000;2.0;24.0;19.5;0.0135090000;52.0;-10.5;23.5
3.2;54153.0;-15.1;-78.0;15.0;16.0;84.0;233;1.0;12413.0;9.0;9.0;0.0000020000;2.0;24.0;11.0;0.0109420000;52.0;-10.5;23.5
3.3;59040.0;-13;-78.0;15.0;18.0;85.3;233;1.0;13287.0;9.0;9.0;0.0000010000;2.0;24.0;19.0;0.0088630000;52.0;-10.5;23.5
3.2;63085.0;-9;-78.0;15.0;18.0;84.5;233;1.0;13724.0;9.0;9.0;0.0000000000;2.0;24.0;19.0;0.0079770000;52.0;-10.5;23.5
3.2;67551.0;-11.1;-78.0;15.0;18.0;84.6;233;1.0;14598.0;9.0;9.0;0.0000000000;2.0;24.0;18.5;0.0064610000;52.0;-10.5;23.5
3.1;72405.0;-11.1;-78.0;15.0;18.0;83.7;233;1.0;15472.0;9.0;9.0;0.0000000000;2.0;24.0;11.0;0.0052330000;52.0;-10.5;23.5
3.2;77292.0;-13.1;-78.0;15.0;18.0;84.7;233;1.0;16346.0;9.0;9.0;0.0000000000;2.0;24.0;19.5;0.0042390000;52.0;-10.5;23.5
3.2;82146.0;-15.1;-78.0;15.0;18.0;83.7;233;1.0;17220.0;9.0;9.0;0.0000000000;2.0;24.0;10.5;0.0034340000;52.0;-10.5;23.5
3.3;87033.0;-9;-78.0;15.0;18.0;84.6;233;1.0;18094.0;9.0;9.0;0.0000000000;2.0;24.0;19.0;0.0027810000;52.0;-10.5;23.5
3.1;91499.0;-13.1;-78.0;15.0;17.0;84.6;233;1.0;18968.0;9.0;9.0;0.0000000000;2.0;24.0;18.5;0.0022530000;52.0;-10.5;23.5
3.1;96353.0;-15;-78.0;15.0;18.0;83.8;233;1.0;19842.0;9.0;9.0;0.0000000000;2.0;24.0;11.0;0.0018250000;52.0;-10.5;23.5
3.2;101240.0;-15;-78.0;15.0;17.0;84.5;233;1.0;20716.0;9.0;9.0;0.0000000000;2.0;24.0;19.0;0.0014780000;52.0;-10.5;23.5
3.2;106094.0;-9;-78.0;15.0;18.0;83.7;233;1.0;21590.0;9.0;9.0;0.0000000000;2.0;24.0;10.5;0.0011970000;52.0;-10.5;23.5
3.2;110981.0;-9;-78.0;15.0;18.0;84.5;233;1.0;22464.0;9.0;9.0;0.0000000000;2.0;24.0;19.5;0.0009700000;52.0;-10.5;23.5
3.2;115447.0;-13;-78.0;15.0;18.0;84.5;233;1.0;23338.0;9.0;9.0;0.0000000000;2.0;24.0;18.5;0.0007860000;52.0;-10.5;23.5
4.0;120301.0;-15.1;-78.0;15.0;18.0;83.6;233;1.0;24212.0;9.0;9.0;0.0000000000;2.0;24.0;10.0;0.0006360000;52.0;-10.5;23.5
3.5;125188.0;-9.1;-78.0;15.0;17.0;84.5;233;1.0;25086.0;9.0;9.0;0.0000000000;2.0;24.0;18.5;0.0005150000;52.0;-10.5;23.5
3.4;130042.0;-15.1;-78.0;15.0;17.0;83.8;233;1.0;25960.0;9.0;9.0;0.0000000000;2.0;24.0;11.0;0.0004170000;52.0;-10.5;23.5
3.8;134929.0;-13.1;-78.0;15.0;17.0;84.4;233;1.0;26834.0;9.0;9.0;0.0000000000;2.0;24.0;18.5;0.0003380000;52.0;-10.5;23.5
3.7;139395.0;-11.1;-78.0;15.0;17.0;85.0;233;1.0;27708.0;9.0;9.0;0.0000000000;2.0;24.0;19.5;0.0002740000;52.0;-10.5;23.5
3.4;144249.0;-15.1;-78.0;15.0;18.0;83.6;233;1.0;28582.0;9.0;9.0;0.0000000000;2.0;24.0;11.0;0.0002220000;52.0;-10.5;23.5
3.4;149136.0;-15.1;-78.0;15.0;17.0;84.6;233;1.0;29456.0;9.0;9.0;0.0000000000;2.0;24.0;19.0;0.0001800000;52.0;-10.5;23.5
3.2;153990.0;-9;-78.0;15.0;18.0;83.8;233;1.0;30330.0;9.0;9.0;0.0000000000;2.0;24.0;12.0;0.0001460000;52.0;-10.5;23.5
3.2;158877.0;-11.1;-78.0;15.0;18.0;84.6;233;1.0;31204.0;9.0;9.0;0.0000000000;2.0;24.0;19.5;0.0001180000;52.0;-10.5;23.5
3.2;163343.0;-15.1;-78.0;15.0;18.0;84.8;233;1.0;32078.0;9.0;9.0;0.0000000000;2.0;24.0;19.0;0.0000960000;52.0;-10.5;23.5
3.6;168197.0;-13;-78.0;15.0;17.0;83.9;233;1.0;32952.0;9.0;9.0;0.0000000000;2.0;24.0;11.0;0.0000770000;52.0;-10.5;23.5
3.3;173084.0;-9;-78.0;15.0;17.0;85.0;233;1.0;33826.0;9.0;9.0;0.0000000000;2.0;24.0;19.0;0.0000630000;52.0;-10.5;23.5
