dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,ueId,predicted_anomaly,anomaly_score,authentication_status
160785.0,3.0,1.0,944431.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,3.5,10.0,-1,-0.025931557523330984,rejected
160865.0,3.0,1.0,944431.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.037843292333594736,rejected
160945.0,3.0,1.0,945507.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,3.0,8.0,-1,-0.025931557523330984,rejected
161025.0,3.0,1.0,946314.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,82.1,15.0,14.0,17.5,10.0,-1,-0.03166945630092377,rejected
161105.0,3.0,1.0,946884.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.037843292333594736,rejected
161185.0,3.0,1.0,947723.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,3.0,8.0,-1,-0.025931557523330984,rejected
161265.0,3.0,1.0,948594.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,2.5,10.0,-1,-0.02538310576525582,rejected
161345.0,3.0,1.0,949164.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.037843292333594736,rejected
161425.0,3.0,1.0,951111.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,2.5,8.0,-1,-0.02538310576525582,rejected
161505.0,3.0,1.0,952520.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,1.5,10.0,-1,-0.02538310576525582,rejected
161585.0,3.0,1.0,953327.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,3.0,3.0,-1,-0.025931557523330984,rejected
161665.0,3.0,1.0,954134.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,2.5,8.0,-1,-0.02538310576525582,rejected
161825.0,3.0,1.0,954435.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,2.5,3.0,-1,-0.02538310576525582,rejected
161905.0,3.0,1.0,955242.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,8.0,-1,-0.037843292333594736,rejected
161985.0,3.0,1.0,955511.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,2.5,10.0,-1,-0.02538310576525582,rejected
162065.0,3.0,1.0,956856.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,3.0,3.0,-1,-0.025931557523330984,rejected
162145.0,3.0,1.0,957964.0,6.0,1.0,1.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,3.5,8.0,-1,-0.025931557523330984,rejected
162696.0,3.0,0.919,961762.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,10.0,-1,-0.039635157397827414,rejected
162853.0,3.0,0.8271,962300.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.0,3.0,-1,-0.03756300455639894,rejected
163010.0,3.0,0.84439,964721.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.0,8.0,-1,-0.03756300455639894,rejected
163167.0,3.0,0.859951,966905.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,10.0,-1,-0.03756300455639894,rejected
163324.0,3.0,0.873956,967981.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.0,3.0,-1,-0.03756300455639894,rejected
163481.0,3.0,0.88656,969595.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.0,8.0,-1,-0.03756300455639894,rejected
163638.0,3.0,0.897904,970165.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,10.0,-1,-0.039635157397827414,rejected
163795.0,3.0,0.908114,970703.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,29.5,3.0,-1,-0.053914786334238185,rejected
163952.0,3.0,0.917302,971510.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,8.0,-1,-0.039635157397827414,rejected
164109.0,3.0,0.925572,972317.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,3.0,10.0,-1,-0.04307415764538236,rejected
164266.0,3.0,0.933015,973425.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,3.0,3.0,-1,-0.04307415764538236,rejected
164423.0,3.0,0.939713,974232.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,3.0,8.0,-1,-0.04307415764538236,rejected
164580.0,3.0,0.945742,975641.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,10.0,-1,-0.039635157397827414,rejected
164737.0,3.0,0.951168,977287.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,3.0,-1,-0.039635157397827414,rejected
164894.0,3.0,0.956051,978632.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,8.0,-1,-0.039635157397827414,rejected
165051.0,3.0,0.960446,979708.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,3.0,10.0,-1,-0.04307415764538236,rejected
165208.0,3.0,0.964401,981354.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,29.5,3.0,-1,-0.055696379505789206,rejected
165365.0,3.0,0.967961,982430.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,8.0,-1,-0.039635157397827414,rejected
165522.0,3.0,0.971165,982968.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,3.0,10.0,-1,-0.04307415764538236,rejected
165679.0,3.0,0.974049,983506.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,5.0,14.0,2.5,3.0,-1,-0.039635157397827414,rejected
166150.0,3.0,0.891081,987067.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.02920489076041599,rejected
167877.0,3.0,0.96582,998588.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,10.0,-1,-0.03296556470696932,rejected
168348.0,3.0,0.975083,1002117.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,10.0,-1,-0.03296556470696932,rejected
169447.0,3.0,0.988082,1008970.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,3.0,-1,-0.03296556470696932,rejected
169761.0,3.0,0.990347,1011660.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,10.0,-1,-0.03296556470696932,rejected
172273.0,3.0,0.998211,1025603.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,61.4,15.0,14.0,29.5,3.0,-1,-0.03214878309053271,rejected
172587.0,3.0,0.998551,1026948.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,61.8,15.0,14.0,29.5,10.0,-1,-0.03214878309053271,rejected
174628.0,3.0,0.999632,1038232.0,6.0,0.919,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,3.0,-1,-0.03133310597316674,rejected
174942.0,3.0,0.999702,1040147.0,6.0,0.989058,2.0,48.0,25.0,-14.0,0.0,-122.0,61.4,15.0,14.0,29.0,10.0,-1,-0.03296556470696932,rejected
177297.0,3.0,0.999939,1053218.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,10.0,-1,-0.03296556470696932,rejected
177611.0,3.0,0.99995,1054563.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,8.0,-1,-0.03296556470696932,rejected
178396.0,3.0,0.999971,1057253.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.03296556470696932,rejected
179495.0,3.0,0.999986,1065118.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,61.9,15.0,14.0,29.0,8.0,-1,-0.03214878309053271,rejected
180751.0,3.0,0.999994,1073886.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,10.0,-1,-0.03296556470696932,rejected
180908.0,3.0,0.999995,1075500.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,61.7,15.0,14.0,29.0,10.0,-1,-0.03214878309053271,rejected
181065.0,3.0,0.999995,1075801.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,61.8,15.0,14.0,29.0,10.0,-1,-0.03214878309053271,rejected
181379.0,3.0,0.999996,1077684.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,10.0,-1,-0.03296556470696932,rejected
3755.0,6.0,0.179692,5499.0,9.0,0.058065,2.0,20.0,25.0,-14.5,-1.0,-122.0,89.0,5.0,32.0,23.5,8.0,-1,-0.069316557107305,rejected
4959.0,6.0,0.14555,9484.0,8.0,0.058988,2.0,29.0,25.0,-14.0,0.0,-122.0,80.3,5.0,27.0,17.0,10.0,-1,-0.02519996204246211,rejected
5494.0,5.0,0.233106,13013.0,8.0,0.022853,1.0,29.0,24.0,-13.5,1.0,-121.0,80.9,6.0,23.0,19.5,3.0,-1,-0.03653821953639136,rejected
182321.0,3.0,0.999998,1082859.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.03296556470696932,rejected
278796.0,6.0,1.0,1041787.0,6.0,1.0,2.0,48.0,25.0,-11.5,9.0,-112.0,101.7,8.0,3.0,35.0,8.0,-1,-0.02969074917457315,rejected
182478.0,3.0,0.999998,1083460.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,8.0,-1,-0.03296556470696932,rejected
183577.0,3.0,0.899999,1088840.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,96.7,15.0,14.0,39.5,10.0,-1,-0.05387741000318047,rejected
183734.0,3.0,0.909999,1089647.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,3.0,-1,-0.031248586517463206,rejected
14807.0,5.0,0.541182,64739.0,7.0,0.009279,2.0,31.0,25.0,-14.5,-0.5,-122.0,80.8,4.0,17.0,45.5,10.0,-1,-0.026838157138307728,rejected
15073.0,5.0,0.628358,68314.0,7.0,0.003235,1.0,30.0,24.0,-13.5,0.5,-122.0,79.4,6.0,16.0,44.5,3.0,-1,-0.039649863866401014,rejected
15611.0,5.0,0.69897,71865.0,7.0,0.014042,1.0,31.0,25.0,-13.5,0.5,-122.0,80.7,8.0,16.0,45.5,8.0,-1,-0.03674639245986033,rejected
18399.0,5.0,0.628989,93331.0,8.0,0.028877,2.0,29.0,25.0,-14.0,0.5,-121.0,80.9,4.0,16.0,18.0,8.0,-1,-0.028773671657656763,rejected
18921.0,5.0,0.609481,96723.0,8.0,0.010069,1.0,32.0,25.0,-14.0,0.5,-122.0,79.1,7.0,17.0,15.0,10.0,-1,-0.027766215666567118,rejected
19187.0,5.0,0.68368,99666.0,6.0,0.124007,1.0,30.0,24.0,-14.0,-0.5,-122.0,79.9,7.0,17.0,45.0,3.0,-1,-0.035123964829780197,rejected
187502.0,3.0,0.992821,1115157.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.03296556470696932,rejected
187659.0,3.0,0.993539,1116233.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,8.0,-1,-0.03296556470696932,rejected
187973.0,3.0,0.994767,1117578.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,3.0,-1,-0.03296556470696932,rejected
188130.0,3.0,0.99529,1118385.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.0,8.0,-1,-0.03296556470696932,rejected
188287.0,3.0,0.995761,1118923.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,10.0,-1,-0.03296556470696932,rejected
189072.0,3.0,0.997497,1124034.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,8.0,-1,-0.03296556470696932,rejected
29276.0,5.0,0.620584,166287.0,7.0,3.4e-05,1.0,29.0,24.0,-14.5,-1.0,-122.0,81.1,7.0,17.0,21.0,8.0,-1,-0.030912301229740313,rejected
29542.0,5.0,0.558526,169830.0,7.0,1.2e-05,1.0,38.0,25.0,-14.5,-1.5,-122.0,76.7,7.0,16.0,4.0,10.0,-1,-0.02557975163149262,rejected
29808.0,5.0,0.642406,173072.0,7.0,0.036454,1.0,29.0,24.0,-14.0,-0.5,-122.0,81.2,7.0,17.0,21.0,3.0,-1,-0.028616346146745797,rejected
30064.0,5.0,0.710349,176085.0,7.0,0.014123,1.0,30.0,24.0,-14.0,0.0,-122.0,79.6,6.0,17.0,19.5,8.0,-1,-0.0274604747301177,rejected
190485.0,3.0,0.92613,1133513.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,97.1,15.0,14.0,35.5,8.0,-1,-0.05303235018700114,rejected
33662.0,5.0,0.571993,199360.0,7.0,0.045675,1.0,29.0,24.0,-14.0,-0.5,-122.0,81.1,7.0,16.0,21.0,10.0,-1,-0.02670127217188012,rejected
35604.0,5.0,0.66567,215040.0,7.0,0.016144,1.0,29.0,25.0,-14.0,-0.5,-122.0,82.1,6.0,16.0,18.0,8.0,-1,-0.031187760386178986,rejected
35993.0,5.0,0.729193,218426.0,7.0,0.006254,2.0,30.0,25.0,-14.5,-1.0,-122.0,81.7,5.0,17.0,46.5,10.0,-1,-0.03578367664480042,rejected
38968.0,5.0,0.71386,229108.0,8.0,0.111961,2.0,40.0,24.0,-14.0,0.0,-122.0,74.0,5.0,16.0,39.5,10.0,-1,-0.03400088448935312,rejected
193625.0,3.0,0.991019,1153989.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,3.0,-1,-0.03296556470696932,rejected
193782.0,3.0,0.991917,1155065.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,15.0,14.0,29.5,8.0,-1,-0.03296556470696932,rejected
193939.0,3.0,0.992726,1155603.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.0,10.0,-1,-0.05527247638509536,rejected
194096.0,3.0,0.993453,1156141.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
194253.0,3.0,0.994108,1157217.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,8.0,-1,-0.03922211740487902,rejected
194410.0,3.0,0.994697,1159369.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,10.0,-1,-0.03922211740487902,rejected
194567.0,3.0,0.995227,1160445.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
194724.0,3.0,0.995705,1162898.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,8.0,-1,-0.03922211740487902,rejected
194881.0,3.0,0.996134,1163974.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
195038.0,3.0,0.996521,1165050.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,4.0,3.0,-1,-0.039310398663056634,rejected
195195.0,3.0,0.996869,1165651.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,8.0,-1,-0.04265879165888531,rejected
47623.0,5.0,0.44445,276037.0,6.0,0.073552,2.0,30.0,25.0,-17.5,-5.5,-127.0,81.6,5.0,15.0,15.5,3.0,-1,-0.03560957025539424,rejected
195352.0,3.0,0.997182,1166727.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,5.0,10.0,-1,-0.039310398663056634,rejected
47879.0,5.0,0.360004,279045.0,6.0,0.025646,1.0,30.0,24.0,-16.0,-3.5,-124.0,80.4,8.0,13.0,19.0,8.0,-1,-0.041764928409236735,rejected
195509.0,3.0,0.997464,1167534.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.5,3.0,-1,-0.04265879165888531,rejected
195666.0,3.0,0.997717,1168610.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.5,8.0,-1,-0.04265879165888531,rejected
48411.0,5.0,0.236199,284728.0,6.0,0.220797,1.0,29.0,24.0,-15.5,-3.0,-123.0,81.9,7.0,13.0,20.5,3.0,-1,-0.02897949305438996,rejected
195823.0,3.0,0.997945,1169417.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,10.0,-1,-0.03922211740487902,rejected
48677.0,5.0,0.191321,287403.0,6.0,0.105224,1.0,28.0,24.0,-15.5,-3.0,-124.0,83.7,7.0,12.0,23.0,8.0,-1,-0.03008516937718264,rejected
195980.0,3.0,0.998151,1169955.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
196137.0,3.0,0.998336,1171031.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,8.0,-1,-0.04265879165888531,rejected
49199.0,5.0,0.125526,293593.0,6.0,0.012793,1.0,29.0,24.0,-15.0,-2.5,-123.0,82.6,7.0,13.0,21.0,3.0,-1,-0.02897949305438996,rejected
196294.0,3.0,0.998502,1171300.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,10.0,-1,-0.05527247638509536,rejected
196451.0,3.0,0.998652,1172107.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
196608.0,3.0,0.998787,1174259.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,8.0,-1,-0.03922211740487902,rejected
196765.0,3.0,0.998908,1174259.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,10.0,-1,-0.05527247638509536,rejected
196922.0,3.0,0.999017,1175873.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,3.0,-1,-0.03922211740487902,rejected
51345.0,5.0,0.189609,308823.0,6.0,0.04398,1.0,30.0,24.0,-15.5,-2.5,-123.0,81.2,8.0,13.0,19.0,10.0,-1,-0.02776281746927678,rejected
197079.0,3.0,0.999116,1176712.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,8.0,-1,-0.04265879165888531,rejected
197236.0,3.0,0.999204,1178057.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
51877.0,5.0,0.198584,314950.0,6.0,0.045778,1.0,30.0,24.0,-15.0,-2.0,-124.0,81.1,7.0,13.0,20.0,8.0,-1,-0.02897949305438996,rejected
197393.0,3.0,0.999284,1179133.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
197550.0,3.0,0.999355,1179671.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,8.0,-1,-0.03922211740487902,rejected
197707.0,3.0,0.99942,1180209.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
53209.0,5.0,0.189768,323815.0,6.0,0.052287,1.0,29.0,24.0,-15.0,-1.5,-123.0,82.4,8.0,13.0,21.0,8.0,-1,-0.02776281746927678,rejected
197864.0,3.0,0.999478,1181285.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
198021.0,3.0,0.99953,1183168.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,8.0,-1,-0.03922211740487902,rejected
198178.0,3.0,0.999577,1184814.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,10.0,-1,-0.04265879165888531,rejected
198335.0,3.0,0.999619,1185352.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,3.0,-1,-0.04265879165888531,rejected
198492.0,3.0,0.999657,1186159.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,8.0,-1,-0.03922211740487902,rejected
54539.0,5.0,0.07352,338031.0,6.0,0.25721,1.0,30.0,24.0,-14.5,-1.0,-123.0,81.2,7.0,13.0,19.5,3.0,-1,-0.02614996361127031,rejected
198649.0,3.0,0.999692,1187235.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
198806.0,3.0,0.999723,1188042.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,3.0,-1,-0.04265879165888531,rejected
198963.0,3.0,0.99975,1188644.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,8.0,-1,-0.05527247638509536,rejected
199120.0,3.0,0.999775,1188913.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
56131.0,5.0,0.302648,349602.0,6.0,0.024115,2.0,32.0,25.0,-18.0,-6.0,-127.0,81.7,5.0,17.0,7.5,8.0,-1,-0.02935358282541667,rejected
199277.0,3.0,0.999798,1189451.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,3.0,-1,-0.04265879165888531,rejected
56533.0,5.0,0.345145,352515.0,6.0,0.053408,2.0,30.0,24.0,-18.0,-6.0,-128.0,82.1,5.0,18.0,21.0,10.0,-1,-0.03807117884142808,rejected
199434.0,3.0,0.999818,1191065.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,8.0,-1,-0.04265879165888531,rejected
56925.0,5.0,0.379567,355380.0,6.0,0.139266,1.0,26.0,25.0,-18.0,-6.0,-128.0,86.0,8.0,18.0,21.5,3.0,-1,-0.06448313955439433,rejected
199591.0,3.0,0.999836,1192141.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
57191.0,5.0,0.49745,358531.0,6.0,0.048559,1.0,30.0,24.0,-19.5,-7.5,-129.0,81.4,8.0,18.0,21.0,8.0,-1,-0.05400385576907385,rejected
199748.0,3.0,0.999853,1194325.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,3.0,-1,-0.03922211740487902,rejected
57457.0,5.0,0.492934,361238.0,6.0,0.052146,1.0,38.0,25.0,-19.0,-7.5,-129.0,78.3,8.0,18.0,12.5,10.0,-1,-0.046310051051069556,rejected
199905.0,3.0,0.999867,1195132.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,8.0,-1,-0.03922211740487902,rejected
57723.0,5.0,0.399277,364357.0,6.0,0.068182,1.0,31.0,25.0,-19.0,-7.5,-129.0,81.3,10.0,18.0,15.5,3.0,-1,-0.03957090019193377,rejected
200062.0,3.0,0.999881,1196509.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
200219.0,3.0,0.999892,1198155.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,3.0,-1,-0.04265879165888531,rejected
58527.0,5.0,0.415865,370753.0,6.0,0.116946,1.0,38.0,25.0,-18.0,-6.0,-128.0,81.4,9.0,18.0,15.5,10.0,-1,-0.030249837869566365,rejected
200376.0,3.0,0.999903,1198725.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,8.0,-1,-0.04265879165888531,rejected
58929.0,5.0,0.336851,373698.0,6.0,0.269519,1.0,38.0,25.0,-19.0,-7.5,-129.0,79.8,9.0,18.0,14.0,3.0,-1,-0.03506729321105562,rejected
200533.0,3.0,0.999913,1199564.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
200690.0,3.0,0.999922,1199833.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,3.0,-1,-0.05527247638509536,rejected
59451.0,5.0,0.221008,379143.0,6.0,0.072199,1.0,31.0,25.0,-18.5,-7.0,-129.0,81.5,8.0,17.0,46.0,10.0,-1,-0.07009155978748627,rejected
200847.0,3.0,0.999929,1199833.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,8.0,-1,-0.04265879165888531,rejected
59717.0,5.0,0.179016,382119.0,6.0,0.025174,1.0,30.0,25.0,-18.5,-6.5,-128.0,76.1,8.0,17.0,16.0,3.0,-1,-0.04841648465225257,rejected
201004.0,3.0,0.999936,1200640.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,10.0,-1,-0.03922211740487902,rejected
59973.0,5.0,0.145003,385095.0,6.0,0.008778,1.0,30.0,24.0,-18.0,-6.0,-128.0,80.8,8.0,17.0,45.0,8.0,-1,-0.06733443025484254,rejected
201161.0,3.0,0.999943,1201447.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.5,3.0,-1,-0.04265879165888531,rejected
