avgLdpcIterations;ulBytes;pmi;rsrp;cqi;pucchSnr;rssi;ueId;inSync;dlBytes;dlMcs;ulMcs;ulBler;ri;pcmax;puschSnr;dlBler;phr;rsrq;sinr
3.2;285678.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;124808.0;9.0;8.0;0.0239770000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
3.4;290391.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;127160.0;9.0;6.0;0.1558990000;4.0;22.0;18.5;0.0000000000;52.0;-10.5;23.5
3.0;293542.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;128728.0;9.0;6.0;0.0543590000;4.0;22.0;18.5;0.0000000000;52.0;-10.5;23.5
3.1;297263.0;-4.1;-78.0;11.0;17.0;83.4;245;1.0;131080.0;9.0;6.0;0.0210600000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.2;300715.0;-4.1;-78.0;11.0;17.0;83.9;245;1.0;132648.0;9.0;6.0;0.0073430000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.1;304135.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;134216.0;9.0;6.0;0.0025600000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.2;307587.0;-4.1;-78.0;11.0;17.0;84.3;245;1.0;135784.0;9.0;6.0;0.0008930000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.3;310738.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;137352.0;9.0;6.0;0.0593950000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.3;314158.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;138920.0;9.0;6.0;0.0425800000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
3.1;319800.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;141272.0;9.0;7.0;0.0164960000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.0;323604.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;142840.0;9.0;7.0;0.0057520000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;327440.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;144408.0;9.0;7.0;0.0020060000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.2;330943.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;145976.0;9.0;7.0;0.0007770000;4.0;22.0;18.0;0.0000000000;52.0;-10.5;23.5
3.4;335080.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;148328.0;9.0;7.0;0.0658810000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
3.3;338916.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;149896.0;9.0;7.0;0.0820200000;4.0;22.0;18.0;0.0000000000;52.0;-10.5;23.5
3.0;342720.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;151464.0;9.0;7.0;0.0285990000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;346556.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;153032.0;9.0;7.0;0.0099720000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;350059.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;154600.0;9.0;7.0;0.0038630000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;353863.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;156168.0;9.0;7.0;0.0013470000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
