ueId,rnti,inSync,dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,pmi,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,id,frame,slot,pci,dlCarrierFreq,ulCarrierFreq,avgLdpcIterations,timestamp
17,c601,1,5827,9,0.013509,17730,6,0.434999,1,"(0,0)",52,22,-11,12,-89,81.7,15,22,14.5,12345678,251,19,0,3750240000,3750240000,3.0,1740770818131
17,c601,1,6261,9,0.010942,19204,6,0.50454,1,"(0,0)",52,22,-11,12,-89,82.5,15,22,16.0,12345678,351,19,0,3750240000,3750240000,3.0,1740770819131
17,c601,1,6679,9,0.008863,20545,6,0.218969,1,"(0,0)",52,22,-11,11.5,-89,86.0,15,19,20.5,12345678,451,19,0,3750240000,3750240000,3.0,1740770820131
17,c601,1,7113,9,0.007179,22003,6,0.084833,1,"(0,0)",52,22,-11,12,-89,86.0,15,16,9.0,12345678,551,19,0,3750240000,3750240000,3.1,1740770821131
17,c601,1,7531,9,0.005815,23493,6,0.029579,1,"(0,0)",52,22,-11,12,-89,85.8,15,18,20.0,12345678,651,19,0,3750240000,3750240000,3.0,1740770822131
17,c601,1,7965,9,0.00471,24951,6,0.010314,1,"(0,0)",52,22,-11,11.5,-89,84.8,15,18,8.0,12345678,751,19,0,3750240000,3750240000,3.1,1740770823131
17,c601,1,8383,9,0.003815,26441,6,0.003596,1,"(0,0)",52,22,-11,12,-89,85.5,15,16,19.5,12345678,851,19,0,3750240000,3750240000,3.1,1740770824131
17,c601,1,8817,9,0.00309,27766,6,0.001254,1,"(0,0)",52,22,-11,12,-89,85.7,15,17,19.5,12345678,951,19,0,3750240000,3750240000,3.0,1740770825131
17,c601,1,9235,9,0.002503,29240,6,0.000486,1,"(0,0)",52,22,-11,12,-89,86.0,15,17,11.0,12345678,27,19,0,3750240000,3750240000,3.2,1740770826131
17,c601,1,9669,9,0.002028,30714,6,0.000169,1,"(0,0)",52,22,-11,11.5,-89,85.6,15,18,19.0,12345678,127,19,0,3750240000,3750240000,3.1,1740770827131
17,c601,1,10087,9,0.001642,32188,6,5.9e-05,1,"(0,0)",52,22,-11,12,-89,84.8,15,15,9.5,12345678,227,19,0,3750240000,3750240000,3.0,1740770828131
17,c601,1,10521,9,0.00133,33662,6,2.1e-05,1,"(0,0)",52,22,-11,12,-89,85.7,15,16,19.0,12345678,327,19,0,3750240000,3750240000,3.0,1740770829131
17,c601,1,10939,9,0.001078,35003,6,7e-06,1,"(0,0)",52,22,-11,12,-89,84.7,15,15,18.0,12345678,427,19,0,3750240000,3750240000,3.1,1740770830131
17,c601,1,11373,9,0.000873,36461,6,3e-06,1,"(0,0)",52,22,-11,12,-89,85.0,15,16,10.0,12345678,527,19,0,3750240000,3750240000,3.0,1740770831131
17,c601,1,11791,9,0.000707,37951,6,1e-06,1,"(0,0)",52,22,-11,11.5,-89,84.7,15,16,17.0,12345678,627,19,0,3750240000,3750240000,3.0,1740770832131
17,c601,1,12225,9,0.000573,39409,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,15,10.0,12345678,727,19,0,3750240000,3750240000,3.2,1740770833131
17,c601,1,12643,9,0.000464,40899,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.5,15,16,17.5,12345678,827,19,0,3750240000,3750240000,3.0,1740770834131
17,c601,1,13077,9,0.000376,42224,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.9,15,18,19.5,12345678,927,19,0,3750240000,3750240000,3.0,1740770835131
17,c601,1,13495,9,0.000304,43698,6,0.0,1,"(0,0)",52,22,-11,12,-89,83.8,15,18,9.0,12345678,3,19,0,3750240000,3750240000,3.0,1740770836131
17,c601,1,13929,9,0.000247,45172,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.7,15,16,18.0,12345678,103,19,0,3750240000,3750240000,3.0,1740770837131
17,c601,1,14347,9,0.0002,46646,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.0,15,15,9.5,12345678,203,19,0,3750240000,3750240000,3.0,1740770838131
17,c601,1,14781,9,0.000162,48120,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,14,19.5,12345678,303,19,0,3750240000,3750240000,3.0,1740770839131
17,c601,1,15199,9,0.000131,49461,6,0.0,1,"(0,0)",52,22,-11,12,-89,83.6,15,15,17.0,12345678,403,19,0,3750240000,3750240000,3.0,1740770840131
17,c601,1,15633,9,0.000106,50919,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,15,11.0,12345678,503,19,0,3750240000,3750240000,3.0,1740770841131
17,c601,1,16051,9,8.6e-05,52409,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,17,18.0,12345678,603,19,0,3750240000,3750240000,3.1,1740770842131
17,c601,1,16485,9,7e-05,53867,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.0,15,14,10.5,12345678,703,19,0,3750240000,3750240000,3.1,1740770843131
17,c601,1,16903,9,5.6e-05,55357,6,0.0,1,"(0,0)",52,22,-11,12,-89,83.6,15,15,16.0,12345678,803,19,0,3750240000,3750240000,3.1,1740770844131
17,c601,1,17337,9,4.6e-05,56682,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.8,15,15,18.0,12345678,903,19,0,3750240000,3750240000,3.0,1740770845131
17,c601,1,17755,9,3.7e-05,58156,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.7,15,15,18.0,12345678,1003,19,0,3750240000,3750240000,3.1,1740770846131
17,c601,1,18189,9,3e-05,59630,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,14,18.0,12345678,79,19,0,3750240000,3750240000,3.0,1740770847131
17,c601,1,18607,9,2.4e-05,61104,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.0,15,14,18.0,12345678,179,19,0,3750240000,3750240000,3.0,1740770848131
17,c601,1,19041,9,2e-05,62578,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.5,15,14,17.5,12345678,279,19,0,3750240000,3750240000,3.0,1740770849131
17,c601,1,19459,9,1.6e-05,64020,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.5,15,14,18.0,12345678,379,19,0,3750240000,3750240000,3.0,1740770850131
17,c601,1,19676,9,1.4e-05,65329,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.7,15,15,18.5,12345678,479,19,0,3750240000,3750240000,3.0,1740770851131
17,c601,1,20110,9,1.3e-05,66787,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.9,15,15,12.0,12345678,579,19,0,3750240000,3750240000,3.0,1740770852131
17,c601,1,20528,9,1.2e-05,68277,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.7,15,15,19.5,12345678,679,19,0,3750240000,3750240000,3.0,1740770853131
17,c601,1,20962,9,1e-05,69735,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.2,15,17,11.5,12345678,779,19,0,3750240000,3750240000,3.2,1740770854131
17,c601,1,21380,9,9e-06,71225,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.6,15,14,18.5,12345678,879,19,0,3750240000,3750240000,3.0,1740770855131
17,c601,1,21814,9,8e-06,72550,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.8,15,15,19.0,12345678,979,19,0,3750240000,3750240000,3.0,1740770856131
17,c601,1,22232,9,8e-06,74024,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.9,15,15,11.0,12345678,55,19,0,3750240000,3750240000,3.0,1740770857131
17,c601,1,22666,9,7e-06,75498,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,14,18.5,12345678,155,19,0,3750240000,3750240000,3.0,1740770858131
17,c601,1,23084,9,6e-06,76972,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.9,15,15,11.5,12345678,255,19,0,3750240000,3750240000,3.1,1740770859131
17,c601,1,23518,9,6e-06,78446,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,15,18.5,12345678,355,19,0,3750240000,3750240000,3.1,1740770860131
17,c601,1,23936,9,5e-06,79787,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.9,15,15,19.0,12345678,455,19,0,3750240000,3750240000,3.1,1740770861131
17,c601,1,24370,9,4e-06,81245,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,15,10.0,12345678,555,19,0,3750240000,3750240000,3.1,1740770862131
17,c601,1,24788,9,3e-06,82735,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.8,15,15,18.5,12345678,655,19,0,3750240000,3750240000,3.0,1740770863131
17,c601,1,25222,9,3e-06,84193,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.9,15,14,11.5,12345678,755,19,0,3750240000,3750240000,3.0,1740770864131
17,c601,1,25640,9,2e-06,85683,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,15,18.5,12345678,855,19,0,3750240000,3750240000,3.2,1740770865131
17,c601,1,26074,9,2e-06,87008,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.7,15,15,19.5,12345678,955,19,0,3750240000,3750240000,3.1,1740770866131
17,c601,1,26492,9,1e-06,88482,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.9,15,14,11.5,12345678,31,19,0,3750240000,3750240000,3.0,1740770867131
17,c601,1,26926,9,1e-06,89956,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.7,15,15,19.5,12345678,131,19,0,3750240000,3750240000,3.1,1740770868131
17,c601,1,27344,9,1e-06,91430,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,15,10.5,12345678,231,19,0,3750240000,3750240000,3.0,1740770869131
17,c601,1,27778,9,1e-06,92904,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.6,15,17,19.0,12345678,331,19,0,3750240000,3750240000,3.0,1740770870131
17,c601,1,28196,9,1e-06,94245,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,15,18.5,12345678,431,19,0,3750240000,3750240000,3.0,1740770871131
17,c601,1,28630,9,0.0,95703,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.9,15,15,10.5,12345678,531,19,0,3750240000,3750240000,3.0,1740770872131
17,c601,1,29048,9,0.0,97193,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,15,17.5,12345678,631,19,0,3750240000,3750240000,3.0,1740770873131
17,c601,1,29482,9,0.0,98651,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.7,15,13,10.5,12345678,731,19,0,3750240000,3750240000,3.2,1740770874131
17,c601,1,29900,9,0.0,100141,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.6,15,15,19.5,12345678,831,19,0,3750240000,3750240000,3.0,1740770875131
17,c601,1,30334,9,0.0,101466,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.7,15,17,19.5,12345678,931,19,0,3750240000,3750240000,3.1,1740770876131
17,c601,1,30752,9,0.0,102940,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,13,10.5,12345678,7,19,0,3750240000,3750240000,3.1,1740770877131
17,c601,1,31186,9,0.0,104414,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,13,18.0,12345678,107,19,0,3750240000,3750240000,3.0,1740770878131
17,c601,1,31604,9,0.0,105888,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,15,10.5,12345678,207,19,0,3750240000,3750240000,3.0,1740770879131
17,c601,1,32038,9,0.0,107362,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.6,15,15,18.5,12345678,307,19,0,3750240000,3750240000,3.1,1740770880131
17,c601,1,32456,9,0.0,108703,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.8,15,15,18.0,12345678,407,19,0,3750240000,3750240000,3.0,1740770881131
17,c601,1,32890,9,0.0,110161,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,15,10.5,12345678,507,19,0,3750240000,3750240000,3.0,1740770882131
17,c601,1,33308,9,0.0,111651,6,0.0,1,"(0,0)",52,22,-11,12.5,-89,85.5,15,17,19.0,12345678,607,19,0,3750240000,3750240000,3.1,1740770883131
17,c601,1,33742,9,0.0,113109,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.8,15,14,12.0,12345678,707,19,0,3750240000,3750240000,3.0,1740770884131
17,c601,1,34160,9,0.0,114599,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.6,15,15,19.0,12345678,807,19,0,3750240000,3750240000,3.0,1740770885131
17,c601,1,34594,9,0.0,115924,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,15,17.5,12345678,907,19,0,3750240000,3750240000,3.0,1740770886131
17,c601,1,35012,9,0.0,117398,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.6,15,15,11.0,12345678,1007,19,0,3750240000,3750240000,3.1,1740770887131
17,c601,1,35446,9,0.0,118872,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.7,15,14,19.0,12345678,83,19,0,3750240000,3750240000,3.0,1740770888131
17,c601,1,35864,9,0.0,120346,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,15,11.0,12345678,183,19,0,3750240000,3750240000,3.0,1740770889131
17,c601,1,36298,9,0.0,121820,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.6,15,15,18.5,12345678,283,19,0,3750240000,3750240000,3.0,1740770890131
17,c601,1,36716,9,0.0,123161,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,83.9,15,15,17.0,12345678,383,19,0,3750240000,3750240000,3.0,1740770891131
17,c601,1,37150,9,0.0,124619,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.2,15,15,10.0,12345678,483,19,0,3750240000,3750240000,3.1,1740770892131
17,c601,1,37568,9,0.0,126109,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.5,15,14,17.5,12345678,583,19,0,3750240000,3750240000,3.1,1740770893131
17,c601,1,38002,9,0.0,127567,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.0,15,14,11.0,12345678,683,19,0,3750240000,3750240000,3.2,1740770894131
17,c601,1,38420,9,0.0,129057,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,83.6,15,15,17.5,12345678,783,19,0,3750240000,3750240000,3.2,1740770895131
17,c601,1,38854,9,0.0,130382,6,0.0,1,"(0,0)",52,22,-11,12,-89,85.5,15,14,19.5,12345678,883,19,0,3750240000,3750240000,3.0,1740770896131
17,c601,1,39272,9,0.0,131856,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.4,15,15,17.5,12345678,983,19,0,3750240000,3750240000,3.0,1740770897131
17,c601,1,39706,9,0.0,133330,6,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,14,18.5,12345678,59,19,0,3750240000,3750240000,3.1,1740770898131
17,c601,1,40124,9,0.0,134804,6,0.0,1,"(0,0)",52,22,-11,12,-89,83.8,15,17,16.5,12345678,159,19,0,3750240000,3750240000,3.0,1740770899131
17,c601,1,40558,9,0.0,136278,6,0.0,1,"(0,0)",52,22,-11,11.5,-89,85.3,15,15,18.5,12345678,259,19,0,3750240000,3750240000,3.1,1740770900131
17,c601,1,41888,9,0.0,137693,7,0.0,1,"(0,0)",48,22,-11,12,-89,103.7,15,41,36.5,12345678,359,19,0,3750240000,3750240000,3.0,1740770901131
17,c601,1,42555,9,0.0,139167,6,0.269779,1,"(0,0)",52,22,-11,12,-89,89.0,15,40,22.5,12345678,459,19,0,3750240000,3750240000,3.0,1740770902131
17,c601,1,43407,9,0.0,140740,6,0.148751,1,"(0,0)",52,22,-11,11.5,-89,83.6,15,38,17.0,12345678,559,19,0,3750240000,3750240000,3.0,1740770903131
17,c601,1,44259,9,0.0,142329,6,0.051866,1,"(0,0)",52,22,-11,11.5,-89,83.4,15,32,16.0,12345678,659,19,0,3750240000,3750240000,3.0,1740770904131
17,c601,1,45328,9,0.0,143785,6,0.182994,1,"(0,0)",52,22,-11,12,-89,83.8,15,26,16.5,12345678,759,19,0,3750240000,3750240000,3.0,1740770905131
17,c601,1,46413,9,0.0,145152,6,0.28522,1,"(0,0)",52,22,-11,12,-89,83.4,15,22,16.5,12345678,859,19,0,3750240000,3750240000,3.0,1740770906131
17,c601,1,47482,9,0.0,146567,6,0.15833,1,"(0,0)",52,22,-11,12,-89,83.8,15,16,14.5,12345678,959,19,0,3750240000,3750240000,3.0,1740770907131
17,c601,1,48350,9,0.0,148023,6,0.06134,1,"(0,0)",52,22,-11,12,-89,83.3,15,17,16.0,12345678,35,19,0,3750240000,3750240000,3.1,1740770908131
17,c601,1,49419,9,0.0,149507,6,0.023764,1,"(0,0)",52,22,-11,11.5,-89,85.4,15,14,18.5,12345678,135,19,0,3750240000,3750240000,3.0,1740770909131
17,c601,1,50271,9,0.0,151135,7,0.009207,1,"(0,0)",52,22,-11,11.5,-89,83.8,15,15,17.0,12345678,235,19,0,3750240000,3750240000,3.0,1740770910131
17,c601,1,50906,9,0.0,152773,7,0.003567,1,"(0,0)",52,22,-11,12,-89,84.7,15,16,17.5,12345678,335,19,0,3750240000,3750240000,3.1,1740770911131
17,c601,1,51758,9,0.0,154303,7,0.001382,1,"(0,0)",52,22,-11,12,-89,84.8,15,16,9.0,12345678,435,19,0,3750240000,3750240000,3.3,1740770912131
17,c601,1,52626,9,0.0,155869,7,0.000535,1,"(0,0)",52,22,-11,12,-89,83.7,15,15,17.5,12345678,535,19,0,3750240000,3750240000,3.0,1740770913131
17,c601,1,53478,9,0.0,157435,7,0.000207,1,"(0,0)",52,22,-11,12,-89,83.7,15,16,16.5,12345678,635,19,0,3750240000,3750240000,3.4,1740770914131
17,c601,1,53912,9,0.0,158944,7,7.2e-05,1,"(0,0)",52,22,-11,12,-89,85.7,15,16,19.5,12345678,735,19,0,3750240000,3750240000,3.1,1740770915131
17,c601,1,54531,9,0.0,160871,7,2.8e-05,1,"(0,0)",52,22,-11,12,-89,83.8,15,16,17.5,12345678,835,19,0,3750240000,3750240000,3.0,1740770916131
17,c601,1,55182,9,0.0,162320,7,1e-05,1,"(0,0)",52,22,-11,11.5,-89,85.6,15,16,19.5,12345678,935,19,0,3750240000,3750240000,3.0,1740770917131
17,c601,1,55817,9,0.0,163958,7,4e-06,1,"(0,0)",52,22,-11,11.5,-89,84.6,15,15,17.5,12345678,11,19,0,3750240000,3750240000,3.0,1740770918131
17,c601,1,56452,9,0.0,165608,7,1e-06,1,"(0,0)",52,22,-11,12,-89,83.7,15,19,16.0,12345678,111,19,0,3750240000,3750240000,3.0,1740770919131
17,c601,1,57304,9,0.0,167138,7,1e-06,1,"(0,0)",52,22,-11,12,-89,84.9,15,15,11.0,12345678,211,19,0,3750240000,3750240000,3.0,1740770920131
17,c601,1,58172,9,0.0,168515,7,0.0,1,"(0,0)",52,22,-11,12,-89,83.4,15,14,16.0,12345678,311,19,0,3750240000,3750240000,3.1,1740770921131
17,c601,1,59024,9,0.0,170033,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.6,15,15,17.0,12345678,411,19,0,3750240000,3750240000,3.1,1740770922131
17,c601,1,59458,9,0.0,171695,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.8,15,14,10.5,12345678,511,19,0,3750240000,3750240000,3.2,1740770923131
17,c601,1,60294,9,0.0,173566,8,0.0,1,"(0,0)",52,22,-11,12,-89,83.7,15,14,16.5,12345678,611,19,0,3750240000,3750240000,3.0,1740770924131
17,c601,1,60728,9,0.0,175335,8,0.0729,1,"(0,0)",52,22,-11,12,-89,85.6,15,15,19.0,12345678,711,19,0,3750240000,3750240000,3.9,1740770925131
17,c601,1,61146,9,0.0,177265,8,0.028243,1,"(0,0)",52,22,-11,12,-89,85.1,15,15,11.0,12345678,811,19,0,3750240000,3750240000,4.1,1740770926131
17,c601,1,61580,9,0.0,179195,8,0.009848,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,15,18.5,12345678,911,19,0,3750240000,3750240000,3.5,1740770927131
17,c601,1,62416,9,0.0,181233,9,0.028115,1,"(0,0)",52,22,-11,12,-89,82.8,15,14,15.5,12345678,1011,19,0,3750240000,3750240000,4.0,1740770928131
17,c601,1,62850,9,0.0,183367,9,0.109803,1,"(0,0)",52,22,-11,12,-89,84.7,15,14,18.0,12345678,87,19,0,3750240000,3750240000,3.8,1740770929131
17,c601,1,63268,9,0.0,185276,9,0.038286,1,"(0,0)",52,22,-11,12,-89,85.6,15,15,18.5,12345678,187,19,0,3750240000,3750240000,3.8,1740770930131
17,c601,1,63702,9,0.0,187362,9,0.014833,1,"(0,0)",52,22,-11,11.5,-89,86.0,15,15,12.5,12345678,287,19,0,3750240000,3750240000,5.1,1740770931131
17,c601,1,64120,9,0.0,189480,9,0.005172,1,"(0,0)",52,22,-11,11.5,-89,85.7,15,14,19.5,12345678,387,19,0,3750240000,3750240000,4.0,1740770932131
17,c601,1,64771,9,0.0,191465,9,0.074904,1,"(0,0)",58,22,-11,11.5,-89,84.6,15,15,17.5,12345678,487,19,0,3750240000,3750240000,5.5,1740770933131
17,c601,1,65406,9,0.0,193107,7,0.072066,1,"(0,0)",52,22,-11,12,-89,85.6,15,15,18.5,12345678,587,19,0,3750240000,3750240000,3.5,1740770934131
17,c601,1,66041,9,0.0,194556,7,0.02792,1,"(0,0)",52,22,-11,12,-89,85.7,15,15,19.5,12345678,687,19,0,3750240000,3750240000,3.0,1740770935131
17,c601,1,66893,9,0.0,196239,7,0.010817,1,"(0,0)",52,22,-11,11.5,-89,85.6,15,14,20.5,12345678,787,19,0,3750240000,3750240000,3.1,1740770936131
17,c601,1,67544,9,0.0,197829,7,0.004191,1,"(0,0)",52,22,-11,11.5,-89,84.8,15,15,17.5,12345678,887,19,0,3750240000,3750240000,3.4,1740770937131
17,c601,1,68179,9,0.0,199419,7,0.001461,1,"(0,0)",52,22,-11,12,-89,84.9,15,17,11.0,12345678,987,19,0,3750240000,3750240000,3.0,1740770938131
17,c601,1,68613,9,0.0,201081,7,0.000509,1,"(0,0)",52,22,-11,11.5,-89,86.0,15,17,19.5,12345678,63,19,0,3750240000,3750240000,3.7,1740770939131
17,c601,1,69248,9,0.0,202836,7,0.000178,1,"(0,0)",52,22,-11,12,-89,83.7,15,17,17.0,12345678,163,19,0,3750240000,3750240000,3.0,1740770940131
17,c601,1,69682,9,0.0,204369,7,6.9e-05,1,"(0,0)",52,22,-11,12,-89,84.6,15,15,10.0,12345678,263,19,0,3750240000,3750240000,3.1,1740770941131
17,c601,1,70100,9,0.0,206043,7,2.4e-05,1,"(0,0)",52,22,-11,12,-89,85.7,15,14,19.0,12345678,363,19,0,3750240000,3750240000,3.2,1740770942131
17,c601,1,70534,9,0.0,207693,7,8e-06,1,"(0,0)",52,22,-11,12,-89,84.7,15,15,11.5,12345678,463,19,0,3750240000,3750240000,3.0,1740770943131
17,c601,1,71169,9,0.0,209295,7,3e-06,1,"(0,0)",52,22,-11,12,-89,84.5,15,16,17.5,12345678,563,19,0,3750240000,3750240000,3.8,1740770944131
17,c601,1,71603,9,0.0,210792,7,1e-06,1,"(0,0)",52,22,-11,12,-89,84.6,15,16,18.0,12345678,663,19,0,3750240000,3750240000,3.1,1740770945131
17,c601,1,72021,9,0.0,212454,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.9,15,13,12.0,12345678,763,19,0,3750240000,3750240000,3.0,1740770946131
17,c601,1,72455,9,0.0,214116,7,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,14,18.0,12345678,863,19,0,3750240000,3750240000,3.2,1740770947131
17,c601,1,72873,9,0.0,215778,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,84.2,15,14,11.5,12345678,963,19,0,3750240000,3750240000,3.1,1740770948131
17,c601,1,73307,9,0.0,217440,7,0.0,1,"(0,0)",52,22,-11,12,-89,84.7,15,14,18.5,12345678,39,19,0,3750240000,3750240000,3.0,1740770949131
17,c601,1,73725,9,0.0,218949,7,0.0,1,"(0,0)",52,22,-11,12,-89,83.5,15,14,16.5,12345678,139,19,0,3750240000,3750240000,3.3,1740770950131
17,c601,1,74159,9,0.0,220599,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,83.7,15,14,10.5,12345678,239,19,0,3750240000,3750240000,3.1,1740770951131
17,c601,1,74794,9,0.0,222201,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,83.7,15,13,17.0,12345678,339,19,0,3750240000,3750240000,3.0,1740770952131
17,c601,1,75228,9,0.0,223851,7,0.0,1,"(0,0)",52,22,-11,12,-89,85.3,15,13,12.0,12345678,439,19,0,3750240000,3750240000,3.2,1740770953131
17,c601,1,75646,9,0.0,225525,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,83.7,15,16,17.0,12345678,539,19,0,3750240000,3750240000,3.1,1740770954131
17,c601,1,76080,9,0.0,227022,7,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,14,17.5,12345678,639,19,0,3750240000,3750240000,3.1,1740770955131
17,c601,1,76498,9,0.0,228684,7,0.0,1,"(0,0)",52,22,-11,11.5,-89,83.3,15,13,16.5,12345678,739,19,0,3750240000,3750240000,3.1,1740770956131
17,c601,1,76932,9,0.0,230346,7,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,14,19.0,12345678,839,19,0,3750240000,3750240000,3.2,1740770957131
17,c601,1,77350,9,0.0,232008,7,0.0,1,"(0,0)",52,22,-11,12,-89,83.9,15,14,17.0,12345678,939,19,0,3750240000,3750240000,3.0,1740770958131
17,c601,1,77784,9,0.0,233670,7,0.0,1,"(0,0)",52,22,-11,12,-89,84.8,15,14,18.0,12345678,15,19,0,3750240000,3750240000,3.1,1740770959131
17,c601,1,78202,9,0.0,235296,7,0.0,1,"(0,0)",52,22,-11,12,-89,84.6,15,14,17.0,12345678,115,19,0,3750240000,3750240000,3.2,1740770960131
