ueId,rnti,inSync,dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,pmi,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,id,frame,slot,pci,dlCarrierFreq,ulCarrierFreq,avgLdpcIterations,timestamp
2,e49a,1,9914,0,0.0,224106,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-74,82.6,9,17,17.0,12345678,202,3,0,3750240000,3750240000,12.7,1744627891676
1,9d24,1,2102,1,0.03628,12257,6,0.999697,1,"(0,3)",58,24,-10.5,23.5,-76,81.7,15,17,16.5,12345678,202,3,0,3750240000,3750240000,12.7,1744627891676
2,e49a,1,9977,0,0.0,225610,6,1.0,2,"(0,0)",59,24,-10.5,23.5,-74,82.2,7,18,17.0,12345678,302,3,0,3750240000,3750240000,12.6,1744627892676
1,9d24,1,2170,1,0.029387,13159,6,0.999883,2,"(0,0)",59,24,-10.5,23.5,-77,81.6,9,16,16.5,12345678,302,3,0,3750240000,3750240000,12.6,1744627892676
2,e49a,1,10040,0,0.0,226544,6,1.0,2,"(0,0)",59,24,-10.5,23.5,-74,81.8,1,18,16.5,12345678,401,19,0,3750240000,3750240000,12.8,1744627893676
1,9d24,1,2273,1,0.023803,13222,6,0.999955,1,"(0,3)",52,24,-10.5,23.5,-77,83.2,11,16,18.5,12345678,401,19,0,3750240000,3750240000,12.8,1744627893676
2,e49a,1,10103,0,0.0,229252,6,1.0,1,"(0,0)",59,24,-10.5,23.5,-74,82.5,8,19,12.0,12345678,501,19,0,3750240000,3750240000,9.6,1744627894676
1,9d24,1,2341,1,0.01928,13887,6,0.999982,1,"(0,1)",59,24,-10.5,23.5,-76,81.3,2,16,17.0,12345678,501,19,0,3750240000,3750240000,9.6,1744627894676
3,a25b,1,3126,0,0.100211,2472,9,0.06561,2,"(0,1)",52,24,,,-85,80.9,1,12,11.5,12345678,501,19,0,3750240000,3750240000,9.6,1744627894676
2,e49a,1,10145,0,0.0,232197,6,0.95217,2,"(0,0)",58,24,-10.5,23.5,-73,84.2,8,17,8.0,12345678,602,3,0,3750240000,3750240000,12.1,1744627895676
1,9d24,1,2409,1,0.015617,15154,6,0.999992,1,"(0,3)",59,25,-10.5,23.5,-76,83.1,15,16,18.5,12345678,602,3,0,3750240000,3750240000,12.1,1744627895676
3,a25b,1,3701,0,0.081171,3751,6,0.559079,1,"(0,3)",58,25,-10.5,23.5,-71,81.3,6,21,16.0,12345678,602,3,0,3750240000,3750240000,12.1,1744627895676
2,e49a,1,10187,0,0.0,234842,6,0.98147,1,"(0,3)",59,24,-10.5,23.5,-73,82.2,15,17,17.5,12345678,702,3,0,3750240000,3750240000,12.5,1744627896676
1,9d24,1,2477,1,0.01265,15518,6,0.999997,1,"(0,3)",52,24,-10.5,23.5,-77,82.1,15,16,17.5,12345678,702,3,0,3750240000,3750240000,12.5,1744627896676
3,a25b,1,3764,0,0.065748,4352,6,0.810198,2,"(0,0)",58,24,-10.5,23.5,-71,82.4,15,17,8.0,12345678,702,3,0,3750240000,3750240000,12.5,1744627896676
2,e49a,1,10229,0,0.0,237518,6,0.992821,2,"(0,0)",59,24,-10.5,23.5,-73,83.7,7,16,19.0,12345678,802,3,0,3750240000,3750240000,12.4,1744627897676
1,9d24,1,2580,1,0.010246,16151,6,0.999999,1,"(0,2)",59,24,-10.5,23.5,-76,80.5,9,16,15.5,12345678,802,3,0,3750240000,3750240000,12.4,1744627897676
3,a25b,1,3827,0,0.053256,4985,6,0.918296,2,"(0,1)",58,25,-10.5,23.5,-71,81.3,2,17,16.0,12345678,802,3,0,3750240000,3750240000,12.4,1744627897676
2,e49a,1,10292,0,0.0,239893,6,0.997219,1,"(0,3)",58,24,-10.5,23.5,-73,84.0,15,15,14.5,12345678,902,3,0,3750240000,3750240000,12.5,1744627898676
1,9d24,1,2683,1,0.0083,17988,6,1.0,1,"(0,1)",59,24,-10.5,23.5,-76,81.4,14,16,16.5,12345678,902,3,0,3750240000,3750240000,12.5,1744627898676
3,a25b,1,3911,0,0.043138,5586,6,0.964829,2,"(0,0)",58,24,-10.5,23.5,-71,82.4,6,12,17.5,12345678,902,3,0,3750240000,3750240000,12.5,1744627898676
2,e49a,1,10355,0,0.0,242300,6,0.998923,1,"(0,3)",59,24,-10.5,23.5,-74,81.5,15,17,17.0,12345678,1001,19,0,3750240000,3750240000,12.4,1744627899676
1,9d24,1,2751,1,0.006723,18653,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,82.0,15,15,17.0,12345678,1001,19,0,3750240000,3750240000,12.4,1744627899676
3,a25b,1,3995,0,0.034941,7153,6,0.986374,2,"(0,0)",58,24,-10.5,23.5,-70,82.6,2,12,18.0,12345678,1001,19,0,3750240000,3750240000,12.4,1744627899676
2,e49a,1,10397,0,0.0,244374,6,0.999536,1,"(0,3)",58,24,-10.5,23.5,-73,80.6,15,13,16.0,12345678,77,19,0,3750240000,3750240000,12.6,1744627900676
1,9d24,1,2819,1,0.005445,18716,6,1.0,1,"(0,3)",52,24,-10.5,23.5,-76,78.1,15,14,13.0,12345678,77,19,0,3750240000,3750240000,12.6,1744627900676
3,a25b,1,4079,0,0.028303,8087,6,0.994721,2,"(0,0)",59,24,-10.5,23.5,-71,81.5,6,15,17.0,12345678,77,19,0,3750240000,3750240000,12.6,1744627900676
2,e49a,1,10460,0,0.0,244738,6,0.99982,2,"(0,0)",52,24,-10.5,23.5,-73,82.7,7,11,18.0,12345678,178,3,0,3750240000,3750240000,12.4,1744627901676
1,9d24,1,2922,1,0.004411,20553,6,1.0,1,"(0,1)",52,24,-10.5,23.5,-76,79.4,5,15,14.0,12345678,178,3,0,3750240000,3750240000,12.4,1744627901676
3,a25b,1,4163,0,0.022925,10763,6,0.997955,2,"(0,0)",59,24,-10.5,23.5,-71,82.2,13,8,15.5,12345678,178,3,0,3750240000,3750240000,12.4,1744627901676
2,e49a,1,10523,0,0.0,245371,6,0.99993,2,"(0,1)",52,24,-10.5,23.5,-73,81.6,3,14,16.5,12345678,277,19,0,3750240000,3750240000,12.4,1744627902676
1,9d24,1,2990,1,0.003573,21455,6,1.0,1,"(0,1)",58,24,-10.5,23.5,-76,82.7,14,15,15.5,12345678,277,19,0,3750240000,3750240000,12.4,1744627902676
3,a25b,1,4247,0,0.018569,13170,6,0.999208,1,"(0,3)",59,24,-10.5,23.5,-70,80.5,6,9,15.5,12345678,277,19,0,3750240000,3750240000,12.4,1744627902676
2,e49a,1,10586,0,0.0,246574,6,0.999973,1,"(0,3)",59,24,-10.5,23.5,-73,82.9,4,12,18.5,12345678,378,3,0,3750240000,3750240000,12.6,1744627903676
1,9d24,1,3093,1,0.002894,21787,6,1.0,1,"(0,1)",58,24,-10.5,23.5,-76,82.0,5,16,17.5,12345678,378,3,0,3750240000,3750240000,12.6,1744627903676
3,a25b,1,4373,0,0.013537,15038,6,0.999693,2,"(0,1)",58,24,-10.5,23.5,-71,82.4,10,11,7.0,12345678,378,3,0,3750240000,3750240000,12.6,1744627903676
2,e49a,1,10628,0,0.0,246938,6,0.99999,1,"(0,3)",52,24,-10.5,23.5,-73,81.8,13,11,17.0,12345678,477,19,0,3750240000,3750240000,12.7,1744627904676
1,9d24,1,3161,1,0.002344,22753,6,1.0,2,"(0,0)",52,25,-10.5,23.5,-76,81.0,9,16,11.5,12345678,477,19,0,3750240000,3750240000,12.7,1744627904676
3,a25b,1,4457,0,0.010965,15940,6,0.999868,2,"(0,0)",59,24,-10.5,23.5,-71,82.2,10,21,17.5,12345678,477,19,0,3750240000,3750240000,12.7,1744627904676
2,e49a,1,10670,0,0.0,247571,6,0.999995,2,"(0,1)",52,24,-10.5,23.5,-73,83.3,3,13,19.0,12345678,578,3,0,3750240000,3750240000,12.8,1744627905676
1,9d24,1,3264,1,0.001899,23117,6,1.0,1,"(0,3)",52,25,-10.5,23.5,-76,82.6,3,14,18.0,12345678,578,3,0,3750240000,3750240000,12.8,1744627905676
3,a25b,1,4520,0,0.008882,17412,6,0.999949,2,"(0,0)",58,25,-10.5,23.5,-71,82.8,10,21,17.5,12345678,578,3,0,3750240000,3750240000,12.8,1744627905676
2,e49a,1,10712,0,0.0,247634,6,0.999998,1,"(0,3)",52,24,-10.5,23.5,-73,81.6,15,13,17.0,12345678,678,3,0,3750240000,3750240000,12.8,1744627906676
1,9d24,1,3367,1,0.001538,24320,6,1.0,1,"(0,3)",58,24,-10.5,23.5,-76,82.5,15,14,7.5,12345678,678,3,0,3750240000,3750240000,12.8,1744627906676
3,a25b,1,4583,0,0.007194,17475,6,0.999978,1,"(0,1)",52,24,-10.5,23.5,-71,83.0,3,19,18.0,12345678,678,3,0,3750240000,3750240000,12.8,1744627906676
2,e49a,1,10775,0,0.0,248235,6,0.999999,1,"(0,1)",58,24,-10.5,23.5,-73,83.6,10,13,19.5,12345678,777,19,0,3750240000,3750240000,12.7,1744627907676
1,9d24,1,3470,1,0.001246,24985,6,1.0,1,"(0,3)",52,25,-10.5,23.5,-76,81.3,11,16,16.5,12345678,777,19,0,3750240000,3750240000,12.7,1744627907676
3,a25b,1,6217,1,0.003823,23332,6,0.999991,2,"(0,1)",52,24,-10.5,23.5,-71,81.7,14,18,16.5,12345678,777,19,0,3750240000,3750240000,12.7,1744627907676
2,e49a,1,10838,0,0.0,248599,6,1.0,1,"(0,1)",52,24,-10.5,23.5,-73,82.3,10,13,18.0,12345678,878,3,0,3750240000,3750240000,12.6,1744627908676
1,9d24,1,3538,1,0.001009,26188,6,1.0,1,"(0,1)",52,25,-10.5,23.5,-76,82.4,14,15,16.0,12345678,878,3,0,3750240000,3750240000,12.6,1744627908676
3,a25b,1,7505,3,0.002787,24612,6,0.999996,2,"(0,0)",58,24,-10.5,23.5,-71,82.0,6,12,17.0,12345678,878,3,0,3750240000,3750240000,12.6,1744627908676
2,e49a,1,10880,0,0.0,249232,6,1.0,1,"(0,1)",59,24,-10.5,23.5,-73,81.9,10,12,17.0,12345678,978,3,0,3750240000,3750240000,12.6,1744627909676
1,9d24,1,3606,1,0.000817,27692,6,1.0,2,"(0,0)",59,24,-10.5,23.5,-76,82.4,8,15,18.0,12345678,978,3,0,3750240000,3750240000,12.6,1744627909676
3,a25b,1,7742,3,0.002258,26655,6,0.999999,2,"(0,1)",59,24,-10.5,23.5,-71,82.2,8,9,17.0,12345678,978,3,0,3750240000,3750240000,12.6,1744627909676
2,e49a,1,10964,0,0.0,249564,6,1.0,2,"(0,0)",52,24,-10.5,23.5,-73,83.0,12,15,16.0,12345678,54,3,0,3750240000,3750240000,12.3,1744627910676
1,9d24,1,3674,1,0.000662,28056,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,81.0,15,14,16.5,12345678,54,3,0,3750240000,3750240000,12.3,1744627910676
3,a25b,1,8714,3,0.001646,29189,6,0.999999,1,"(0,3)",52,25,-10.5,23.5,-70,78.2,1,12,12.5,12345678,54,3,0,3750240000,3750240000,12.3,1744627910676
2,e49a,1,11027,0,0.0,251337,6,1.0,1,"(0,0)",58,24,-10.5,23.5,-73,86.0,3,13,21.5,12345678,153,19,0,3750240000,3750240000,12.5,1744627911676
1,9d24,1,3742,1,0.000536,29259,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,81.1,11,14,16.5,12345678,153,19,0,3750240000,3750240000,12.5,1744627911676
3,a25b,1,9072,4,0.001481,29822,6,0.971302,2,"(0,0)",58,24,-10.5,23.5,-70,81.7,11,24,16.5,12345678,153,19,0,3750240000,3750240000,12.5,1744627911676
2,e49a,1,11069,0,0.0,252239,6,1.0,1,"(0,3)",52,24,-10.5,23.5,-73,83.1,15,13,12.5,12345678,253,19,0,3750240000,3750240000,12.7,1744627912676
1,9d24,1,3845,1,0.000434,30763,6,1.0,1,"(0,2)",52,24,-10.5,23.5,-76,81.1,9,15,17.0,12345678,253,19,0,3750240000,3750240000,12.7,1744627912676
3,a25b,1,12500,3,0.015367,34560,6,0.986274,2,"(0,1)",65,24,-10.5,23.5,-70,82.2,11,15,17.5,12345678,253,19,0,3750240000,3750240000,12.7,1744627912676
2,e49a,1,11132,0,0.0,253410,6,1.0,2,"(0,0)",58,24,-10.5,23.5,-73,83.8,8,14,19.0,12345678,353,19,0,3750240000,3750240000,12.7,1744627913676
1,9d24,1,3913,1,0.000352,31095,6,1.0,1,"(0,1)",52,25,-10.5,23.5,-76,81.4,14,15,16.0,12345678,353,19,0,3750240000,3750240000,12.7,1744627913676
3,a25b,1,28307,5,0.095697,43584,6,0.994682,2,"(0,1)",52,24,-10.5,23.5,-70,82.3,11,16,18.5,12345678,353,19,0,3750240000,3750240000,12.7,1744627913676
2,e49a,1,11174,0,0.0,254043,6,1.0,1,"(0,3)",52,24,-10.5,23.5,-73,81.5,15,14,17.0,12345678,453,19,0,3750240000,3750240000,12.8,1744627914676
1,9d24,1,3981,1,0.000285,31158,6,1.0,1,"(0,1)",52,25,-10.5,23.5,-76,78.0,14,17,12.5,12345678,453,19,0,3750240000,3750240000,12.8,1744627914676
3,9830,1,1209,3,0.09,101,8,0.156667,2,"(0,1)",52,25,-10.5,23.5,-70,83.6,7,18,18.5,12345678,453,19,0,3750240000,3750240000,12.8,1744627914676
2,e49a,1,11237,0,0.0,255246,6,1.0,1,"(0,1)",52,24,-10.5,23.5,-72,81.8,1,14,23.5,12345678,553,19,0,3750240000,3750240000,12.4,1744627915676
1,9d24,1,4049,1,0.000231,31791,6,1.0,1,"(0,3)",52,25,-10.5,23.5,-76,81.2,11,16,8.5,12345678,553,19,0,3750240000,3750240000,12.4,1744627915676
3,c3dc,1,1832,9,0.1025,1760,9,0.1025,1,"(0,1)",52,25,-10.5,23.5,-73,80.7,4,14,16.5,12345678,553,19,0,3750240000,3750240000,12.4,1744627915676
2,e49a,1,11321,0,0.0,256782,6,1.0,2,"(0,1)",52,24,-10.5,23.5,-73,82.5,3,13,17.0,12345678,653,19,0,3750240000,3750240000,12.8,1744627916676
1,9d24,1,4083,1,0.000208,33565,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,80.8,15,13,16.0,12345678,653,19,0,3750240000,3750240000,12.8,1744627916676
3,c3dc,1,8658,1,0.126644,7979,6,0.65229,2,"(0,1)",63,24,-10.5,23.5,-73,82.5,14,19,14.0,12345678,653,19,0,3750240000,3750240000,12.8,1744627916676
2,e49a,1,11384,0,0.0,258017,6,1.0,1,"(0,2)",52,24,-10.5,23.5,-72,82.8,1,14,18.0,12345678,754,3,0,3750240000,3750240000,12.6,1744627917676
1,9d24,1,4185,1,0.000151,34594,6,1.0,1,"(0,1)",52,25,-10.5,23.5,-76,81.0,14,15,16.0,12345678,754,3,0,3750240000,3750240000,12.6,1744627917676
3,c3dc,1,9539,1,0.114816,10235,6,0.850322,2,"(0,1)",52,25,-10.5,23.5,-71,79.7,14,9,14.5,12345678,754,3,0,3750240000,3750240000,12.6,1744627917676
2,e49a,1,11426,0,0.0,259157,6,1.0,2,"(0,0)",59,24,-10.5,23.5,-72,81.6,8,12,16.5,12345678,853,19,0,3750240000,3750240000,12.2,1744627918676
1,9d24,1,4219,1,0.000136,36906,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,80.8,3,16,11.5,12345678,853,19,0,3750240000,3750240000,12.2,1744627918676
3,c3dc,1,9821,1,0.093001,12736,6,0.942012,2,"(0,1)",58,24,-10.5,23.5,-71,84.1,5,13,15.0,12345678,853,19,0,3750240000,3750240000,12.2,1744627918676
2,e49a,1,11531,0,0.0,261025,6,1.0,1,"(0,3)",52,24,-10.5,23.5,-72,80.7,15,13,15.5,12345678,953,19,0,3750240000,3750240000,12.2,1744627919676
1,9d24,1,4321,1,0.00011,38806,6,1.0,1,"(0,1)",52,24,-10.5,23.5,-76,85.9,5,16,20.5,12345678,953,19,0,3750240000,3750240000,12.2,1744627919676
3,c3dc,1,9924,1,0.075331,14240,6,0.975038,2,"(0,0)",52,24,-10.5,23.5,-71,86.0,6,24,21.0,12345678,953,19,0,3750240000,3750240000,12.2,1744627919676
2,e49a,1,11573,0,0.0,262260,6,1.0,1,"(0,3)",52,24,-10.5,23.5,-73,80.9,9,14,5.5,12345678,29,19,0,3750240000,3750240000,12.5,1744627920676
1,9d24,1,4459,1,8.9e-05,39740,6,1.0,1,"(0,0)",52,25,-10.5,23.5,-76,81.8,4,16,16.5,12345678,29,19,0,3750240000,3750240000,12.5,1744627920676
3,c3dc,1,10027,1,0.061018,15776,6,0.990329,2,"(0,0)",52,24,-10.5,23.5,-71,82.9,10,21,18.5,12345678,29,19,0,3750240000,3750240000,12.5,1744627920676
2,e49a,1,11594,0,0.0,263131,6,1.0,1,"(0,3)",58,24,-10.5,23.5,-73,80.3,15,13,16.0,12345678,129,19,0,3750240000,3750240000,12.6,1744627921676
1,9d24,1,4527,1,7.2e-05,41545,6,1.0,1,"(0,3)",52,25,-10.5,23.5,-76,82.7,15,14,18.5,12345678,129,19,0,3750240000,3750240000,12.6,1744627921676
3,c3dc,1,10485,1,0.044482,16234,6,0.995837,1,"(0,3)",52,24,-10.5,23.5,-71,81.2,8,14,16.5,12345678,129,19,0,3750240000,3750240000,12.6,1744627921676
2,e49a,1,11636,0,0.0,263796,6,1.0,2,"(0,1)",59,24,-10.5,23.5,-74,82.4,13,14,17.5,12345678,229,19,0,3750240000,3750240000,12.9,1744627922676
1,9d24,1,4561,1,6.5e-05,42685,6,1.0,1,"(0,3)",58,24,-10.5,23.5,-76,78.8,15,15,14.0,12345678,229,19,0,3750240000,3750240000,12.9,1744627922676
3,c3dc,1,11716,2,0.04164,17705,6,0.998208,2,"(0,1)",65,24,-10.5,23.5,-71,81.5,10,12,17.0,12345678,229,19,0,3750240000,3750240000,12.9,1744627922676
2,e49a,1,11678,0,0.0,264128,6,1.0,1,"(0,1)",58,24,-10.5,23.5,-74,81.7,10,14,17.0,12345678,330,3,0,3750240000,3750240000,12.7,1744627923676
1,9d24,1,4629,1,5.3e-05,43318,6,1.0,2,"(0,1)",58,24,-10.5,23.5,-75,81.4,12,13,17.0,12345678,330,3,0,3750240000,3750240000,12.7,1744627923676
3,c3dc,1,26300,1,0.051258,21487,6,0.999306,2,"(0,1)",52,24,-10.5,23.5,-71,82.0,2,17,16.5,12345678,330,3,0,3750240000,3750240000,12.7,1744627923676
2,e49a,1,11741,0,0.0,264492,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-74,82.5,9,13,18.0,12345678,429,19,0,3750240000,3750240000,12.6,1744627924676
1,9d24,1,4697,1,4.3e-05,43951,6,1.0,1,"(0,3)",58,24,-10.5,23.5,-76,81.8,3,14,10.5,12345678,429,19,0,3750240000,3750240000,12.6,1744627924676
3,c3dc,1,35050,1,0.071677,25371,6,0.999731,2,"(0,1)",63,24,-10.5,23.5,-71,83.3,10,15,18.0,12345678,429,19,0,3750240000,3750240000,12.6,1744627924676
2,e49a,1,11825,0,0.0,264555,6,1.0,1,"(0,3)",52,24,-10.5,23.5,-74,83.6,15,13,19.0,12345678,529,19,0,3750240000,3750240000,12.6,1744627925676
1,9d24,1,4765,1,3.5e-05,44853,6,1.0,1,"(0,1)",58,24,-10.5,23.5,-75,82.1,14,14,17.5,12345678,529,19,0,3750240000,3750240000,12.6,1744627925676
3,c3dc,1,74301,0,0.055936,30090,6,0.999884,2,"(0,0)",52,24,-10.5,23.5,-71,80.8,15,13,16.0,12345678,529,19,0,3750240000,3750240000,12.6,1744627925676
2,e49a,1,11867,0,0.0,264618,6,1.0,1,"(0,2)",52,24,-10.5,23.5,-74,81.7,10,12,17.0,12345678,629,19,0,3750240000,3750240000,12.7,1744627926676
1,9d24,1,4833,1,2.8e-05,45755,6,1.0,2,"(0,1)",58,24,-10.5,23.5,-76,83.2,10,17,14.0,12345678,629,19,0,3750240000,3750240000,12.7,1744627926676
3,c3dc,1,94226,3,0.033677,32962,6,0.99995,2,"(0,1)",60,25,-10.5,23.5,-71,80.9,10,13,16.5,12345678,629,19,0,3750240000,3750240000,12.7,1744627926676
1,9d24,1,4901,1,2.3e-05,45818,6,1.0,1,"(0,3)",52,25,-10.5,23.5,-76,82.1,15,17,17.5,12345678,729,19,0,3750240000,3750240000,12.6,1744627927676
3,c3dc,1,96922,0,0.079558,33476,6,0.999981,2,"(0,1)",52,24,-10.5,23.5,-70,82.9,10,16,17.5,12345678,729,19,0,3750240000,3750240000,12.6,1744627927676
2,be34,1,543,9,0.1,193,9,0.09,2,"(0,1)",52,25,-10.5,23.5,-77,84.4,9,27,19.5,12345678,729,19,0,3750240000,3750240000,12.6,1744627927676
1,9d24,1,4969,1,2e-05,46451,6,1.0,1,"(0,2)",59,24,-10.5,23.5,-76,82.2,2,18,17.5,12345678,829,19,0,3750240000,3750240000,12.8,1744627928676
3,c3dc,1,108429,0,0.071097,33927,6,0.999992,1,"(0,1)",52,24,-10.5,23.5,-70,80.5,3,14,16.0,12345678,829,19,0,3750240000,3750240000,12.8,1744627928676
2,be34,1,780,3,0.09,1849,6,0.608275,1,"(0,3)",52,24,-10.5,23.5,-75,81.6,15,24,17.5,12345678,829,19,0,3750240000,3750240000,12.8,1744627928676
1,9d24,1,5072,1,1.7e-05,47385,6,1.0,1,"(0,2)",59,24,-10.5,23.5,-76,81.6,11,17,16.5,12345678,929,19,0,3750240000,3750240000,12.7,1744627929676
3,c3dc,1,124966,3,0.039502,41743,6,0.999997,2,"(0,1)",61,24,-10.5,23.5,-70,82.1,12,15,17.0,12345678,929,19,0,3750240000,3750240000,12.7,1744627929676
2,be34,1,860,3,0.131,2419,6,0.848238,2,"(0,1)",58,24,-10.5,23.5,-75,81.1,12,24,16.0,12345678,929,19,0,3750240000,3750240000,12.7,1744627929676
1,9d24,1,5140,1,1.5e-05,48857,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,80.7,15,15,16.5,12345678,5,19,0,3750240000,3750240000,12.3,1744627930676
3,c3dc,1,137020,1,0.081614,47802,6,0.999999,1,"(0,2)",61,24,-10.5,23.5,-71,83.5,14,17,18.5,12345678,5,19,0,3750240000,3750240000,12.3,1744627930676
2,be34,1,1118,0,0.095499,4556,6,0.934671,1,"(0,3)",52,25,-10.5,23.5,-73,81.7,15,22,16.5,12345678,5,19,0,3750240000,3750240000,12.3,1744627930676
1,9d24,1,5208,1,1.3e-05,49791,6,1.0,1,"(0,2)",58,24,-10.5,23.5,-76,83.8,10,14,19.0,12345678,105,19,0,3750240000,3750240000,12.8,1744627931676
3,c3dc,1,142265,1,0.048192,50650,6,1.0,2,"(0,1)",52,24,-10.5,23.5,-71,81.8,10,13,17.5,12345678,105,19,0,3750240000,3750240000,12.8,1744627931676
2,be34,1,1160,0,0.077354,6995,6,0.97469,1,"(0,3)",52,24,-10.5,23.5,-73,79.8,9,17,15.0,12345678,105,19,0,3750240000,3750240000,12.8,1744627931676
1,9d24,1,5311,1,1.1e-05,51026,6,1.0,1,"(0,2)",59,24,-10.5,23.5,-76,78.8,6,20,14.0,12345678,205,19,0,3750240000,3750240000,12.8,1744627932676
3,c3dc,1,143575,2,0.031908,51528,6,1.0,1,"(0,3)",52,25,-10.5,23.5,-71,81.8,8,17,17.0,12345678,205,19,0,3750240000,3750240000,12.8,1744627932676
2,be34,1,1181,0,0.069619,9608,6,0.990195,1,"(0,3)",58,24,-10.5,23.5,-73,80.1,15,18,15.5,12345678,205,19,0,3750240000,3750240000,12.8,1744627932676
1,9d24,1,5449,1,1e-05,53132,6,1.0,1,"(0,1)",59,24,-10.5,23.5,-76,80.9,14,11,16.0,12345678,305,19,0,3750240000,3750240000,12.9,1744627933676
3,c3dc,1,226459,3,0.070485,55928,6,1.0,2,"(0,1)",52,24,-10.5,23.5,-71,78.1,2,16,13.5,12345678,305,19,0,3750240000,3750240000,12.9,1744627933676
2,be34,1,1223,0,0.056391,11445,6,0.996201,1,"(0,3)",59,24,-10.5,23.5,-73,80.1,15,17,15.5,12345678,305,19,0,3750240000,3750240000,12.9,1744627933676
1,9d24,1,5552,1,8e-06,54066,6,1.0,1,"(0,2)",59,24,-10.5,23.5,-77,81.8,6,10,17.0,12345678,405,19,0,3750240000,3750240000,12.9,1744627934676
3,c3dc,1,267786,1,0.046542,59807,6,1.0,2,"(0,1)",54,25,-10.5,23.5,-70,80.1,10,10,15.0,12345678,405,19,0,3750240000,3750240000,12.9,1744627934676
2,be34,1,1265,0,0.045677,13519,6,0.998528,1,"(0,3)",59,24,-10.5,23.5,-73,82.7,9,19,13.0,12345678,405,19,0,3750240000,3750240000,12.9,1744627934676
1,9d24,1,5620,1,7e-06,55539,6,1.0,1,"(0,2)",59,24,-10.5,23.5,-77,81.3,2,4,17.0,12345678,505,19,0,3750240000,3750240000,12.7,1744627935676
3,c3dc,1,373034,1,0.050058,66275,6,1.0,2,"(0,0)",57,24,-10.5,23.5,-70,81.4,6,17,16.0,12345678,505,19,0,3750240000,3750240000,12.7,1744627935676
2,be34,1,1307,0,0.036998,14120,6,0.99943,1,"(0,0)",58,24,-10.5,23.5,-77,82.1,11,18,16.5,12345678,505,19,0,3750240000,3750240000,12.7,1744627935676
1,9d24,1,5688,1,6e-06,56473,6,1.0,2,"(0,0)",59,24,-10.5,23.5,-76,82.9,9,23,18.5,12345678,605,19,0,3750240000,3750240000,12.6,1744627936676
3,c3dc,1,374886,2,0.032843,70262,6,1.0,2,"(0,1)",56,24,-10.5,23.5,-71,83.3,6,18,19.0,12345678,605,19,0,3750240000,3750240000,12.6,1744627936676
2,be34,1,1349,0,0.029969,15893,6,0.999779,1,"(0,0)",58,24,-10.5,23.5,-74,84.5,11,18,19.5,12345678,605,19,0,3750240000,3750240000,12.6,1744627936676
1,9d24,1,5791,1,5e-06,58246,6,1.0,1,"(0,3)",58,24,-10.5,23.5,-76,83.3,11,21,19.0,12345678,706,3,0,3750240000,3750240000,12.5,1744627937676
3,c3dc,1,476026,4,0.05511,76672,6,1.0,2,"(0,1)",64,24,-10.5,23.5,-71,82.2,14,14,17.0,12345678,706,3,0,3750240000,3750240000,12.5,1744627937676
2,be34,1,1412,0,0.024275,17999,6,0.999905,1,"(0,3)",59,24,-10.5,23.5,-74,82.4,15,17,18.0,12345678,706,3,0,3750240000,3750240000,12.5,1744627937676
1,9d24,1,5859,1,4e-06,60685,6,1.0,1,"(0,3)",59,24,-10.5,23.5,-76,81.6,15,18,17.0,12345678,805,19,0,3750240000,3750240000,12.8,1744627938676
3,c3dc,1,563026,4,0.061433,86500,6,1.0,1,"(0,0)",52,24,-10.5,23.5,-70,82.3,3,14,17.5,12345678,805,19,0,3750240000,3750240000,12.8,1744627938676
2,be34,1,1475,0,0.019662,19804,6,0.999963,1,"(0,0)",59,24,-10.5,23.5,-74,81.0,13,17,15.5,12345678,805,19,0,3750240000,3750240000,12.8,1744627938676
1,9d24,1,5893,1,4e-06,61857,6,1.0,1,"(0,0)",59,24,-10.5,23.5,-76,62.0,5,18,1.5,12345678,905,19,0,3750240000,3750240000,12.6,1744627939676
3,c3dc,1,654253,0,0.071602,92988,6,1.0,1,"(0,3)",58,24,-10.5,23.5,-69,82.0,13,18,17.0,12345678,905,19,0,3750240000,3750240000,12.6,1744627939676
2,be34,1,1538,0,0.015927,22211,6,0.999986,1,"(0,3)",59,25,-10.5,23.5,-74,82.4,9,17,17.5,12345678,905,19,0,3750240000,3750240000,12.6,1744627939676
3,c3dc,1,732516,0,0.114537,95399,6,1.0,2,"(0,0)",52,24,-10.5,23.5,-70,80.7,15,14,15.5,12345678,1005,19,0,3750240000,3750240000,11.9,1744627940676
2,be34,1,1580,0,0.0129,24618,6,0.999994,1,"(0,0)",59,24,-10.5,23.5,-75,81.5,11,18,17.5,12345678,1005,19,0,3750240000,3750240000,11.9,1744627940676
